Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
O14602,"Eukaryotic translation initiation factor 1A, Y-chromosomal",48.61,3,1,8,75,,,,,,,,,,,,,,,,41.83,41.67,7,23,49.25,41.67,7,25,49.52,45.14,7,27,144,16.4,5.24
O14617,Isoform 4 of AP-3 complex subunit delta-1,14.99,5,13,13,30,0.825,6;6;4,7.7,0.779,6;6;4,21.5,0.85,6;6;4,20,0.847,6;6;4,4.5,0.995,6;6;4,3.7,27.25,9.5,7,10,18.56,10.87,8,10,23.26,10.97,8,10,1021,114.6,7.99
O14618,Copper chaperone for superoxide dismutase,21.17,1,7,7,24,0.985,4;4;4,12.1,0.967,4;4;4,12.7,1.068,4;4;4,13.1,1.016,4;4;4,3.9,0.879,4;4;4,1.4,28.43,18.25,6,9,25.87,16.06,4,8,19.44,12.77,4,7,274,29,5.58
O14646,Isoform 2 of Chromodomain-helicase-DNA-binding protein 1,2.22,2,3,3,5,1.427,-;2;3,,1.73,-;2;3,1.5,1.353,-;2;3,0.6,1.397,-;2;3,,1.152,-;2;3,8,,,,,7.14,1.4,2,2,7.43,2.22,3,3,1709,196.5,7.14
O14647,Isoform 2 of Chromodomain-helicase-DNA-binding protein 2,2.13,2,2,2,2,1.479,1;-;1,4.4,1.632,1;-;1,,1.319,1;-;1,7.4,1.359,1;-;1,6.6,1.295,1;-;1,,3.77,0.58,1,1,,,,,2.48,1.55,1,1,1739,200.4,7.84
O14649,Potassium channel subfamily K member 3,2.79,1,1,1,1,,,,,,,,,,,,,,,,,,,,0,2.79,1,1,,,,,394,43.5,9.09
O14662,Isoform C of Syntaxin-16,12.17,14,1,1,2,0.582,-;1;1,,0.585,-;1;1,2.1,0.929,-;1;1,5.2,0.67,-;1;1,,0.826,-;1;1,0.4,,,,,3.52,12.17,1,1,3.56,12.17,1,1,115,13,4.93
O14672,Disintegrin and metalloproteinase domain-containing protein 10,24.2,4,16,16,63,0.67,13;11;14,4.6,0.6,13;11;14,8.4,0.756,13;11;14,5.8,0.832,13;11;14,5.7,0.836,13;11;14,3.4,50.36,18.58,12,20,51.37,15.91,12,21,45.48,18.05,12,22,748,84.1,7.77
O14732,Isoform 2 of Inositol monophosphatase 2,13.03,3,3,3,10,1.27,-;-;1,,1.286,-;-;1,,1.263,-;-;1,,1.111,-;-;1,,1.13,-;-;1,,7.52,8.81,1,2,8.32,8.81,1,2,21.25,13.03,3,6,261,28.5,6.99
O14733,Isoform 1 of Dual specificity mitogen-activated protein kinase kinase 7,1.91,5,1,1,1,,,,,,,,,,,,,,,,2.1,1.91,1,1,,,,,,,,,419,47.5,9.16
O14734,Acyl-coenzyme A thioesterase 8,15.99,8,3,3,8,0.808,2;2;2,11.2,0.834,2;2;2,8.3,0.983,2;2;2,7.8,1,2;2;2,7.5,0.939,2;2;2,9.9,6.07,10.03,2,2,7.7,8.78,2,3,7.6,15.99,3,3,319,35.9,7.56
O14737,Programmed cell death protein 5,50.4,3,8,8,23,1.389,4;4;3,14.8,1.417,4;4;3,16.9,1.29,4;4;3,16.2,1.158,4;4;3,14.2,1.054,4;4;3,2.9,15.7,40,6,8,21.42,50.4,7,9,14.09,44.8,6,6,125,14.3,6.04
O14745,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,47.77,3,18,18,165,0.994,37;38;35,4.2,1.027,37;38;35,3.4,0.964,37;38;35,3.6,1.003,37;38;35,4.1,0.96,37;38;35,3.1,139.79,47.77,17,48,147.05,46.09,16,59,157.27,43.85,14,58,358,38.8,5.77
O14775,Isoform 3 of Guanine nucleotide-binding protein subunit beta-5,8.48,10,2,3,4,0.61,-;1;-,,0.492,-;1;-,,0.696,-;1;-,,0.758,-;1;-,,1.035,-;1;-,,1.73,2.47,1,1,4.44,6.01,2,2,0,1.77,1,1,283,31.2,5.81
O14776,Isoform 2 of Transcription elongation regulator 1,14.95,2,17,18,47,1.318,7;9;9,7.7,1.331,7;9;9,8,1.121,7;9;9,13.1,1.056,7;9;9,10.9,1.166,7;9;9,1,41.45,9.66,10,13,46.05,10.96,12,16,53.5,12.35,13,18,1077,121.6,8.54
O14818,Isoform 1 of Proteasome subunit alpha type-7,58.47,8,16,16,125,0.897,30;26;31,1.4,0.881,30;26;31,2.7,0.921,30;26;31,3,0.867,30;26;31,5.7,1.01,30;26;31,1.3,118.21,52.02,13,42,97.62,51.61,13,38,115.97,54.44,14,45,248,27.9,8.46
O14828,Isoform 1 of Secretory carrier-associated membrane protein 3,24.5,2,5,5,17,1.205,5;3;4,10.1,1.347,5;3;4,6.9,1.377,5;3;4,1.4,1.323,5;3;4,7.8,1.023,5;3;4,6.6,14.85,12.39,3,5,21.6,17,4,6,20.07,18.73,4,6,347,38.3,7.64
O14879,Interferon-induced protein with tetratricopeptide repeats 3,2.86,1,1,1,1,1.01,-;-;1,,0.838,-;-;1,,0.558,-;-;1,,0.847,-;-;1,,0.961,-;-;1,,,,,,,,,,0,2.86,1,1,490,55.9,5.2
O14880,Microsomal glutathione S-transferase 3,5.26,2,1,1,6,1.324,2;2;2,1.5,1.114,2;2;2,3.3,1.059,2;2;2,0.7,0.925,2;2;2,7.5,1.093,2;2;2,0.8,4.74,5.26,1,2,4.91,5.26,1,2,6.21,5.26,1,2,152,16.5,9.38
O14907,Tax1-binding protein 3,17.74,1,1,2,5,0.821,-;1;1,,0.68,-;1;1,1.7,0.87,-;1;1,6.5,1.05,-;1;1,,0.935,-;1;1,1.6,2.76,17.74,2,2,2.65,13.71,1,1,5.79,13.71,1,2,124,13.7,8.48
O14917,Isoform 2 of Protocadherin-17,0.9,2,1,1,1,1.461,-;1;-,,1.349,-;1;-,,1.311,-;1;-,,1.19,-;1;-,,6.226,-;1;-,,,,,,1.98,0.9,1,1,,,,,889,96.5,5.27
O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,11.77,6,5,5,13,0.889,4;2;1,12.1,0.946,4;2;1,18.5,0.984,4;2;1,9.9,1.005,4;2;1,20.4,0.966,4;2;1,8,8.78,6.88,3,4,18.57,8.6,4,5,9.69,6.88,3,4,756,86.5,5.78
O14929,Histone acetyltransferase type B catalytic subunit,8.59,5,3,3,5,1.126,2;1;1,25,1.03,2;1;1,27.6,0.858,2;1;1,22.7,1.229,2;1;1,16.6,1.072,2;1;1,11.2,5.4,6.21,2,2,4.03,6.21,2,2,0,3.82,1,1,419,49.5,5.69
O14933,Isoform 1 of Ubiquitin/ISG15-conjugating enzyme E2 L6,28.76,2,4,4,8,0.93,1;2;-,49.3,0.966,1;2;-,48.3,0.886,1;2;-,,0.842,1;2;-,50.9,1.051,1;2;-,6.2,9.38,11.76,3,4,7.41,22.22,2,3,1.73,5.23,1,1,153,17.8,7.88
O14949,Cytochrome b-c1 complex subunit 8,21.95,2,3,3,5,1.212,1;1;1,39.4,0.97,1;1;1,16,0.914,1;1;1,19.6,1.291,1;1;1,31.6,1.005,1;1;1,7.6,0,12.2,1,2,4.4,10.98,1,2,0,9.76,1,1,82,9.9,10.08
O14966,Ras-related protein Rab-7L1,19.7,3,3,4,9,,,,,,,,,,,,,,,,2.22,5.42,1,1,13.19,19.7,4,5,6.19,5.42,1,3,203,23.1,7.18
O14974,Isoform 4 of Protein phosphatase 1 regulatory subunit 12A,31,7,29,29,107,0.938,22;26;23,6.9,0.859,22;26;23,5.6,0.882,22;26;23,8.3,0.999,22;26;23,3,0.949,22;26;23,1.5,100.8,23.17,21,34,95.86,23.48,21,37,103.28,20.6,19,36,971,109,5.41
O14976,Cyclin-G-associated kinase,9.31,10,10,10,21,0.79,4;4;3,3.8,0.755,4;4;3,12.2,0.829,4;4;3,14.5,0.791,4;4;3,15.4,1.026,4;4;3,3.1,21.25,5.19,6,8,23.36,7.4,8,8,14.74,3.66,5,5,1311,143.1,5.73
O14979,Isoform 3 of Heterogeneous nuclear ribonucleoprotein D-like,52.46,4,14,15,95,1.637,17;19;18,13.6,1.563,17;19;18,16.1,1.333,17;19;18,9,1.281,17;19;18,11.6,1.13,17;19;18,3.6,76.23,45.9,12,30,83.65,32.38,11,32,71.36,33.61,11,33,244,27.2,8.65
O15027,Isoform 2 of Protein transport protein Sec16A,0.89,5,1,1,1,,,,,,,,,,,,,,,,,,,,2.4,0.89,1,1,,,,,2134,228.7,5.62
O15031,Plexin-B2,6.26,7,10,10,19,0.874,2;2;1,18.5,0.823,2;2;1,18.2,0.846,2;2;1,8.5,0.984,2;2;1,28.2,0.907,2;2;1,2.5,17.72,3.26,5,6,24.97,4.9,7,8,14.33,3.26,5,5,1838,205,6.24
O15037,Protein KHNYN,2.36,1,1,1,1,0.786,-;-;1,,0.775,-;-;1,,0.884,-;-;1,,0.822,-;-;1,,0.919,-;-;1,,,,,,,,,,0,2.36,1,1,678,74.4,7.02
O15042,Isoform 3 of U2-associated protein SR140,10.72,11,9,10,22,1.028,4;6;4,7.6,0.989,4;6;4,9.5,0.957,4;6;4,5.3,0.863,4;6;4,3.1,1.198,4;6;4,3.4,15.05,5.31,5,6,20.75,10.72,10,10,13.04,7.52,6,6,998,115.2,8.4
O15067,Phosphoribosylformylglycinamidine synthase,16.14,2,18,18,47,0.902,9;8;6,3.3,0.949,9;8;6,7.4,0.982,9;8;6,2,0.887,9;8;6,4.3,0.993,9;8;6,6.9,53.85,14.72,15,18,32.86,11.66,11,12,37.26,13.3,13,17,1338,144.6,5.76
O15075,Isoform 1 of Serine/threonine-protein kinase DCLK1,1.23,2,1,1,1,,,,,,,,,,,,,,,,,,,,0,1.23,1,1,,,,,729,81,8.66
O15085,Rho guanine nucleotide exchange factor 11,0.59,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0.59,1,1,1522,167.6,5.5
O15090,Zinc finger protein 536,1.23,123,1,2,4,,,,,,,,,,,,,,,,,,,,0,0.69,1,2,2.39,1.23,2,2,1300,141.3,7.27
O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,4.16,1,3,3,5,0.828,1;1;3,26.6,0.873,1;1;3,26.6,0.906,1;1;3,26.1,0.813,1;1;3,29.8,0.918,1;1;3,2.6,3.03,1.21,1,1,2.16,1.21,1,1,8.89,4.16,3,3,745,84.6,6.73
O15116,U6 snRNA-associated Sm-like protein LSm1,5.26,1,1,1,2,1.452,-;1;-,,1.607,-;1;-,,1.586,-;1;-,,1.286,-;1;-,,1.079,-;1;-,,,,,,2.01,5.26,1,1,0,5.26,1,1,133,15.2,5.22
O15126,Isoform 2 of Secretory carrier-associated membrane protein 1,9.55,2,1,2,2,,,,,,,,,,,,,,,,2.89,4.46,1,1,1.73,5.1,1,1,,,,,157,18,5.35
O15127,Secretory carrier-associated membrane protein 2,17.02,2,6,6,24,1.038,2;3;4,9.3,1.126,2;3;4,6.3,1.182,2;3;4,3.1,1.169,2;3;4,11.9,0.964,2;3;4,1.2,21.55,14.59,5,6,24.79,16.72,5,9,28.97,14.59,5,9,329,36.6,6.1
O15144,Actin-related protein 2/3 complex subunit 2,65.33,6,27,27,396,1.014,78;120;110,4.5,1.041,78;120;110,1.7,1.02,78;120;110,0.8,1.156,78;120;110,4.4,0.957,78;120;110,0.6,231,64.33,24,105,351.53,62.67,25,153,309.74,57.67,24,138,300,34.3,7.36
O15160,Isoform 2 of DNA-directed RNA polymerases I and III subunit RPAC1,19.01,9,5,5,8,0.99,1;1;2,10.8,0.971,1;1;2,23.5,1.029,1;1;2,5.5,1.031,1;1;2,12.4,1.065,1;1;2,9,3.96,9.36,2,2,8.84,13.45,3,3,5.99,13.16,3,3,342,38.6,6.01
O15182,Centrin-3,10.78,1,1,2,6,1.308,-;1;1,,1.266,-;1;1,1.5,1.225,-;1;1,3.6,1.049,-;1;1,,1.681,-;1;1,1.7,2.04,3.59,1,2,4.23,7.19,1,1,6.01,10.78,2,3,167,19.5,4.74
O15212,Prefoldin subunit 6,48.84,2,5,5,22,0.879,6;2;2,15.6,0.795,6;2;2,15.7,0.966,6;2;2,11.9,0.765,6;2;2,11.2,0.968,6;2;2,12.9,29.31,44.19,4,9,16.62,27.13,4,6,21.73,27.13,4,7,129,14.6,8.88
O15213,WD repeat-containing protein 46,10.98,17,4,5,16,1.244,2;2;2,10.3,1.538,2;2;2,11.1,1.09,2;2;2,7.8,1.384,2;2;2,4.9,1.125,2;2;2,7,2.4,8.69,4,5,6.6,7.21,3,5,2.22,6.72,3,6,610,68,9.67
O15254,Isoform 1 of Peroxisomal acyl-coenzyme A oxidase 3,3.57,2,2,2,2,,,,,,,,,,,,,,,,,,,,2.35,3.57,2,2,,,,,700,77.6,7.25
O15260,Surfeit 4,9.68,5,2,2,8,,,,,,,,,,,,,,,,6.39,9.68,2,3,0,4.3,1,1,6.53,9.68,2,4,186,21.1,6.52
O15269,Serine palmitoyltransferase 1,14.8,3,6,6,15,0.879,2;2;2,17.5,0.808,2;2;2,12.9,0.9,2;2;2,8.1,1.02,2;2;2,21.8,0.954,2;2;2,7.2,17.06,10.57,5,6,16.66,13.32,5,5,11.62,10.78,4,4,473,52.7,6.01
O15270,Serine palmitoyltransferase 2,13.52,1,5,5,8,1.033,2;-;1,1.6,1.006,2;-;1,,1.006,2;-;1,9.5,0.949,2;-;1,12.4,1.053,2;-;1,,7.43,6.76,3,3,9.36,8.36,3,3,8.35,6.76,2,2,562,62.9,7.78
O15294,Isoform 1 of UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,5.69,5,6,6,8,1.065,-;4;1,,1.204,-;4;1,14.9,0.997,-;4;1,2.2,0.986,-;4;1,,1.041,-;4;1,11.3,0,0.87,1,1,13.32,4.83,5,5,5.13,1.45,2,2,1036,115.6,6.65
O15305,Phosphomannomutase 2,24.8,3,6,6,13,0.818,1;2;4,18.5,0.743,1;2;4,6.8,0.881,1;2;4,11.2,0.927,1;2;4,22,1.014,1;2;4,1.9,7.97,15.04,4,4,9.96,13.01,4,4,11.92,19.11,5,5,246,28.1,6.77
O15355,Protein phosphatase 1G,27.29,2,13,13,42,1.319,9;13;9,3,1.396,9;13;9,14.1,1.055,9;13;9,7.2,1.16,9;13;9,11.3,1.094,9;13;9,4,30.9,23.44,9,13,22.84,17.95,8,14,32.42,21.06,9,15,546,59.2,4.36
O15357,"Isoform 1 of Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2",7.15,13,6,8,17,0.706,2;2;3,29.7,0.774,2;2;3,32.6,0.799,2;2;3,18.3,0.854,2;2;3,19.3,0.865,2;2;3,5,7.84,3.5,4,4,10.15,5.48,6,6,8.38,5.17,6,7,1258,138.5,6.54
O15371,Eukaryotic translation initiation factor 3 subunit D,42.88,8,19,19,108,1.335,27;26;25,3.4,1.265,27;26;25,2.7,1.198,27;26;25,0.7,1.243,27;26;25,5.3,1.025,27;26;25,2.1,118.84,37.23,16,39,104.97,41.06,16,37,85.49,37.41,16,32,548,63.9,6.05
O15400,Isoform 2 of Syntaxin-7,68.62,4,13,13,82,0.808,16;11;15,8.3,0.746,16;11;15,10,0.932,16;11;15,6.5,0.859,16;11;15,11.7,0.948,16;11;15,5.6,78.65,50.63,10,29,63.27,52.72,10,25,67,67.78,12,28,239,27.4,5.12
O15427,Monocarboxylate transporter 4,3.23,4,2,2,4,1.152,1;2;-,2.5,1.212,1;2;-,3.7,1.391,1;2;-,,1.238,1;2;-,1.4,1.037,1;2;-,1.2,5.04,3.23,2,2,4.97,1.51,1,2,,,,,465,49.4,7.96
O15439,Isoform 2 of Multidrug resistance-associated protein 4,8.61,4,8,8,16,0.656,5;4;2,27.3,0.631,5;4;2,22.2,0.861,5;4;2,11.8,0.817,5;4;2,23,0.82,5;4;2,5.1,18.76,6.18,5,6,13.09,4.38,4,5,12.49,5.01,5,5,1278,144.1,8.19
O15446,Isoform 1 of DNA-directed RNA polymerase I subunit RPA34,4.71,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,3.75,4.71,1,1,510,55,8.51
O15511,Isoform 1 of Actin-related protein 2/3 complex subunit 5,80.13,5,12,13,74,0.789,9;14;20,10.1,0.688,9;14;20,3.8,0.823,9;14;20,10.4,0.839,9;14;20,8.6,0.945,9;14;20,1,47.82,52.32,8,21,60.57,75.5,10,24,67.84,80.13,12,29,151,16.3,5.67
O15523,ATP-dependent RNA helicase DDX3Y,29.39,9,1,16,110,1.082,2;1;2,10.1,1.093,2;1;2,6.8,1.068,2;1;2,3.9,1.066,2;1;2,13.5,0.956,2;1;2,10.4,124.61,29.39,16,41,114.85,24.09,14,36,105.36,19.7,12,33,660,73.1,7.55
O15533,44 kDa protein,24.27,16,6,6,26,2.518,6;4;8,76.2,2.948,6;4;8,74.3,2.291,6;4;8,69.9,2.367,6;4;8,66,0.914,6;4;8,11.2,21.77,15.05,4,7,14.4,9.22,4,8,24.89,15.53,4,11,412,43.8,6.84
O15541,RING finger protein 113A,3.79,1,2,2,3,1.128,-;1;1,,1.383,-;1;1,1.5,1.133,-;1;1,1.5,1.023,-;1;1,,1.185,-;1;1,1.7,,,,,2.9,2.04,1,1,5.12,3.79,2,2,343,38.8,5.69
O43143,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,31.32,1,23,24,108,1.318,14;20;17,1.5,1.467,14;20;17,8.1,1.282,14;20;17,1.3,1.154,14;20;17,5.1,1.1,14;20;17,5.5,94.93,24.15,19,37,91.27,29.94,23,36,91.17,24.03,18,35,795,90.9,7.46
O43148,Isoform 1 of mRNA cap guanine-N7 methyltransferase,11.97,2,5,5,6,1.283,-;4;1,,1.191,-;4;1,17.4,1.147,-;4;1,17.3,1.197,-;4;1,,1.122,-;4;1,8.1,,,,,10.24,11.97,5,5,2.47,1.89,1,1,476,54.8,6.61
O43149,Isoform 1 of Zinc finger ZZ-type and EF-hand domain-containing protein 1,5.1,7,13,13,22,0.92,4;4;4,3.4,0.925,4;4;4,3.3,1.019,4;4;4,5.2,1.054,4;4;4,11.4,0.969,4;4;4,8.1,14.52,2.47,7,7,19.39,3.01,7,8,19.6,1.99,5,7,2961,330.9,5.95
O43150,"Isoform 2 of Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",15.61,2,11,11,39,0.481,5;11;10,2.3,0.404,5;11;10,2.4,0.661,5;11;10,3.9,0.701,5;11;10,9.1,0.719,5;11;10,4.1,37.25,8.95,6,10,50.57,15.61,11,15,45.67,9.99,7,14,961,106.9,6.49
O43155,Leucine-rich repeat transmembrane protein FLRT2,1.06,1,1,1,1,0.5,1;-;-,,0.414,1;-;-,,0.7,1;-;-,,0.622,1;-;-,,0.724,1;-;-,,0,1.06,1,1,,,,,,,,,660,74,7.8
O43159,Ribosomal RNA-processing protein 8,4.61,1,2,2,7,,,,,,,,,,,,,,,,8.74,3.07,1,3,8.81,4.61,2,3,2.48,3.07,1,1,456,50.7,9.42
O43172,Isoform 1 of U4/U6 small nuclear ribonucleoprotein Prp4,20.31,1,1,9,24,1.46,1;1;-,6.4,1.807,1;1;-,9.3,1.4,1;1;-,,1.295,1;1;-,4.5,1.26,1;1;-,5.6,25.12,15.9,7,8,28.26,16.86,7,9,19.44,13.03,5,7,522,58.4,7.42
O43172,Isoform 2 of U4/U6 small nuclear ribonucleoprotein Prp4,20.15,1,1,9,25,1.36,1;-;-,,1.556,1;-;-,,1.186,1;-;-,,1.156,1;-;-,,1.117,1;-;-,,25.26,15.74,7,8,27.86,16.7,7,9,22.31,14.4,6,8,521,58.3,7.42
O43175,D-3-phosphoglycerate dehydrogenase,24.77,2,10,10,23,1.211,5;4;5,7.4,1.527,5;4;5,8.1,1.299,5;4;5,10,1.139,5;4;5,5.1,1.143,5;4;5,0.2,22.83,20.45,9,9,20.55,14.63,5,6,21.93,15.76,5,8,533,56.6,6.71
O43181,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",20.57,2,4,4,10,0.67,4;3;2,11.5,0.604,4;3;2,13.2,0.656,4;3;2,7.5,0.744,4;3;2,12.5,0.961,4;3;2,6.1,12.96,15.43,3,4,9.96,13.71,2,3,9.18,13.71,2,3,175,20.1,10.3
O43182,Isoform 4 of Rho GTPase-activating protein 6,12.71,7,9,9,24,0.612,3;3;4,5.8,0.576,3;3;4,8.8,0.857,3;3;4,2.1,0.852,3;3;4,10.5,0.736,3;3;4,5.6,18.08,7.13,5,7,20.98,10.51,8,10,18.65,8.17,5,7,771,84.8,6.1
O43189,Isoform 1 of PHD finger protein 1,8.32,6,3,3,6,0.99,-;2;2,,1.03,-;2;2,27.5,0.907,-;2;2,15.7,0.903,-;2;2,,1.051,-;2;2,5.6,4.17,3.28,1,1,7.21,6.35,2,2,7.98,5.03,2,3,457,49.6,7.93
O43237,Cytoplasmic dynein 1 light intermediate chain 2,13.82,4,4,5,11,1.287,-;2;1,,1.434,-;2;1,15.3,1.155,-;2;1,16.6,1.196,-;2;1,,1.121,-;2;1,2.2,6.76,5.08,2,2,13.86,13.82,5,6,8.93,8.33,3,3,492,54.1,6.38
O43242,26S proteasome non-ATPase regulatory subunit 3,38.39,2,20,20,105,1.002,26;27;23,6.8,0.938,26;27;23,2.5,0.919,26;27;23,4.9,0.945,26;27;23,4,1.006,26;27;23,3.6,106.51,33.9,18,32,122.78,32.96,16,40,96.78,31.27,14,33,534,60.9,8.44
O43252,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,12.34,5,6,6,17,0.912,3;1;3,13.7,0.994,3;1;3,16.3,0.932,3;1;3,16.7,0.856,3;1;3,7.8,1.054,3;1;3,9.2,21.85,10.74,5,7,6.42,6.09,3,4,13.96,9.29,4,6,624,70.8,6.86
O43264,Centromere/kinetochore protein zw10 homolog,3.98,6,2,3,6,1.155,1;1;1,6.9,1.262,1;1;1,3.8,1.112,1;1;1,0.4,1.402,1;1;1,0.7,0.969,1;1;1,6.8,5.77,3.21,2,2,5.95,3.21,2,2,5.5,3.21,2,2,779,88.8,6.27
O43290,U4/U6.U5 tri-snRNP-associated protein 1,28.25,7,15,16,42,1.223,7;12;12,1.7,1.183,7;12;12,4.4,1.076,7;12;12,2.1,1.147,7;12;12,4.9,1.097,7;12;12,7.4,41.43,18.5,11,13,48.97,21.25,10,15,42.73,25.62,13,14,800,90.2,6.13
O43294,Isoform 2 of Transforming growth factor beta-1-induced transcript 1 protein,12.61,2,6,6,24,0.634,6;6;8,1.9,0.571,6;6;8,6.6,0.8,6;6;8,3.6,0.768,6;6;8,9.7,0.749,6;6;8,2.6,20.95,9.46,5,8,18.74,11.04,5,7,24.19,7.88,4,9,444,47.9,7.58
O43304,SEC14-like protein 5,1.29,1,1,1,1,,,,,,,,,,,,,,,,,,,,2.66,1.29,1,1,,,,,696,78.9,6.54
O43306,Isoform 2 of Adenylate cyclase type 6,4.66,6,4,4,27,0.644,5;5;5,12.2,0.651,5;5;5,7.3,0.78,5;5;5,7.9,0.873,5;5;5,7.3,0.804,5;5;5,6.2,33.87,3.95,3,10,30.13,3.86,3,8,32.75,4.66,4,9,1115,124.8,8.41
O43312,Isoform 3 of Metastasis suppressor protein 1,7.95,6,4,4,9,0.605,1;3;2,15.5,0.571,1;3;2,21.3,0.782,1;3;2,7.1,0.76,1;3;2,13.9,0.802,1;3;2,5.9,5.1,2.6,2,2,13.99,7.95,4,4,8.22,6.16,3,3,730,79.1,6.2
O43315,Aquaporin-9,2.03,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,2.03,1,1,295,31.4,7.81
O43353,Isoform 2 of Receptor-interacting serine/threonine-protein kinase 2,3.23,2,1,1,1,0.869,1;-;-,,0.818,1;-;-,,0.864,1;-;-,,1.084,1;-;-,,0.904,1;-;-,,3.34,3.23,1,1,,,,,,,,,403,45.6,6.84
O43390,Isoform 1 of Heterogeneous nuclear ribonucleoprotein R,48.97,10,26,35,411,1.414,73;78;72,4.5,1.526,73;78;72,5.7,1.204,73;78;72,0.7,1.231,73;78;72,3.7,1.158,73;78;72,0.5,320.85,44.23,28,139,307.89,42.5,29,135,297.55,47.24,31,137,633,70.9,8.13
O43396,Thioredoxin-like protein 1,31.83,3,8,8,49,0.673,14;15;15,10.4,0.61,14;15;15,4.3,0.741,14;15;15,0.8,0.819,14;15;15,2.1,0.907,14;15;15,6.4,49.49,25.26,5,15,53.05,31.83,7,17,53.67,31.83,8,17,289,32.2,4.96
O43399,Isoform 1 of Tumor protein D54,64.08,7,18,18,76,1.007,12;15;15,11.9,0.965,12;15;15,10,0.928,12;15;15,6.6,1.105,12;15;15,21.4,0.969,12;15;15,5.4,79.31,47.57,9,19,105,50,11,29,86.32,48.06,13,28,206,22.2,5.36
O43402,Neighbor of COX4,28.57,2,4,4,10,0.993,3;2;3,4.1,0.981,3;2;3,6.7,1.091,3;2;3,3.5,0.974,3;2;3,1.8,0.92,3;2;3,1.3,11.8,12.38,2,3,12.57,24.76,3,3,11.91,28.57,4,4,210,23.8,6.4
O43426,Isoform 3 of Synaptojanin-1,1.88,6,2,2,2,1.11,1;-;1,26.9,1.134,1;-;1,,1.07,1;-;1,23,1.251,1;-;1,9,1.005,1;-;1,,0,0.86,1,1,,,,,0,1.02,1,1,1279,141.4,7.23
O43427,Isoform Short of Acidic fibroblast growth factor intracellular-binding protein,8.68,3,3,3,5,0.8,-;1;3,,0.734,-;1;3,3.2,0.842,-;1;3,14.2,0.773,-;1;3,,0.888,-;1;3,6.3,,,,,3.01,3.64,1,1,9.45,8.68,3,4,357,41.2,6.76
O43432,Isoform 1 of Eukaryotic translation initiation factor 4 gamma 3,5.62,7,3,8,12,0.756,-;1;1,,0.719,-;1;1,4.7,0.768,-;1;1,7.5,0.899,-;1;1,,0.989,-;1;1,13.6,7.86,2.02,3,3,8.48,3.22,5,5,8.19,3.41,4,4,1585,176.5,5.38
O43488,Aflatoxin B1 aldehyde reductase member 2,34.82,10,12,12,82,0.717,13;13;10,6.8,0.721,13;13;10,3.5,0.815,13;13;10,3.1,0.769,13;13;10,3.6,0.829,13;13;10,2.5,70.15,20.06,9,25,78.54,29.53,11,32,68.89,18.11,9,25,359,39.6,7.17
O43493,Isoform TGN46 of Trans-Golgi network integral membrane protein 2,9.61,8,5,5,5,0.56,-;3;1,,0.488,-;3;1,25.6,0.581,-;3;1,20.6,0.538,-;3;1,,0.899,-;3;1,1.8,2.05,2.52,1,1,7.66,7.09,3,3,3.15,2.06,1,1,437,45.9,5.63
O43504,Hepatitis B virus X-interacting protein,32.97,2,2,2,11,0.849,4;3;3,9.5,0.849,4;3;3,9.2,0.888,4;3;3,8.6,0.897,4;3;3,11.5,0.962,4;3;3,1.1,10.81,32.97,2,4,10.23,32.97,2,4,2.47,32.97,2,3,91,9.6,4.87
O43516,Isoform 1 of WAS/WASL-interacting protein family member 1,36.78,11,13,13,51,1.148,5;8;11,3.8,1.288,5;8;11,7,1.238,5;8;11,4.9,1.124,5;8;11,2.4,0.978,5;8;11,5.6,39.73,31.01,11,16,43.36,21.67,8,16,52.36,31.41,12,19,503,51.2,11.47
O43561,Isoform Short of Linker for activation of T-cells family member 1,17.6,4,3,3,7,0.511,2;2;2,29.3,0.451,2;2;2,46.2,0.593,2;2;2,26.1,0.602,2;2;2,28.1,0.867,2;2;2,0.9,6.07,6.87,1,2,5.4,17.6,3,3,5.68,11.16,2,2,233,25,4.3
