Compound,Number Passed,042111_08_01(raw),042111_08_02(raw),042111_08_03(raw),042111_09_01(raw),042111_09_02(raw),042111_09_03(raw),042111_10_01(raw),042111_10_02(raw),042111_10_03(raw),042111_11_01(raw),042111_11_02(raw),042111_11_03(raw),042111_12_01(raw),042111_12_02(raw),042111_12_03(raw),042111_13_01(raw),042111_13_02(raw),042111_13_03(raw),042111_14_01(raw),042111_14_02(raw),042111_14_03(raw),042111_15_01(raw),042111_15_02(raw),042111_15_03(raw),042111_16_01(raw),042111_16_02(raw),042111_16_03(raw),042111_17_01(raw),042111_17_02(raw),042111_17_03(raw),042111_19_01(raw),042111_19_02(raw),042111_19_03(raw),042111_20_01(raw),042111_20_02(raw),042111_20_03(raw),Annotations,Mass,Retention Time,CAS Number
301.9058@0.40786114,1,263559,251458,260888,252795,233379,223513,256627,246961,245308,258670,251685,250101,249146,234686,227287,256608,244286,251693,271236,255985,253943,265854,268283,258445,275793,253744,249764,265353,263030,251816,267609,254729,244739,271574,275816,265463,,301.9058,0.40786114,
673.7031@0.41129026,1,92349,89329,1,98109,87479,69496,95637,95738,87508,1,94936,92784,92094,82785,90139,15529,103807,97111,95208,98730,1,98158,97541,93173,103113,102619,96963,106524,103570,77312,1,99889,89891,105218,1,100618,,673.7031,0.41129026,
359.8649@0.41030556,1,192502,189887,185814,180371,169611,174705,198400,184304,184511,204070,189209,190095,182550,145642,171848,196983,187734,189094,201753,188656,196913,210308,199486,195535,198339,191498,193573,209510,193921,188442,190452,187627,182139,200380,207622,199789,,359.8649,0.41030556,
417.8229@0.4105714,1,208064,205554,199988,210618,187706,186699,215691,204269,205487,221646,222456,216363,195394,1,197439,219038,194763,213933,224156,216986,218762,215464,219349,218496,227633,225166,208555,231881,207239,220194,209815,203645,205255,234620,233653,227679,,417.8229,0.4105714,
755.7073@0.41121435,1,65410,65869,1,66071,1,59406,1,62887,1,1,65539,63553,67844,53505,63819,65451,69803,63395,68963,62132,61929,1,73612,1,67105,63790,64438,70430,1,52965,65726,67053,61547,69768,79837,69308,,755.7073,0.41121435,
475.7822@0.41099995,1,165577,156788,144075,156148,39961,132429,1,146100,151466,164235,162240,158843,155432,38834,148004,165687,157003,154923,165886,158734,167120,163318,161507,169107,164518,167025,159259,169045,168154,150528,154522,154442,149652,158917,172009,153738,,475.7822,0.41099995,
575.7568@0.41006452,1,29251,1,20427,21219,12871,22651,22716,18256,1,24597,20575,27945,18254,18427,1,1,19295,1,27453,22716,28752,13351,24461,30046,30515,16257,20447,24819,26825,24474,26124,25187,28916,25361,21966,24245,,575.7568,0.41006452,
219.9025@0.4121111,1,476929,461261,444072,466562,441218,442565,458195,455299,463699,479442,465116,462325,445271,433777,431137,484404,465920,487402,491323,469362,481572,497240,493414,477201,490596,485177,481067,494692,491986,482721,467945,457859,441952,505916,492910,491188,,219.9025,0.4121111,
Cer(d18:0/24:0),1,59738,56965,1,62446,55926,58550,56931,56364,56416,64661,63354,1,1,1,39291,63369,1,1,45510,66440,58166,46803,43686,1,65660,62469,1,68926,1,62055,1,58122,1,64832,46771,59253,"Cer(d18:0/24:0) [ C42 H85 N O3, db=58.22, overall=29.11, Lipid ID=LMSP02020012, KEGG ID= ]",651.6545,0.41184002,
593.6968@0.41163632,1,86235,91533,1,94787,82652,1,67734,85756,84959,98099,92201,89768,66995,83252,65764,99280,91949,102526,91094,89171,92651,78524,89532,92851,1,94371,70785,76518,102440,97715,89929,91014,85162,98923,95670,90285,,593.6968,0.41163632,
277.8617@0.41355553,1,259334,220132,245496,263055,1,245019,261501,1,218102,1,254581,252832,1,237020,238265,1,259938,1,264918,252294,218484,238192,1,257270,277420,257049,258605,278697,271184,261320,252525,243514,1,1,274643,228718,,277.8617,0.41355553,
161.944@0.4130858,1,241234,243081,228693,234926,224535,216853,233767,238419,242538,232869,248658,241209,223535,229597,218322,251488,242660,242920,250896,238446,245347,257259,250083,256099,266718,246817,232905,249108,252958,242401,239422,1,239399,257666,263207,259034,,161.944,0.4130858,
607.0989@0.41675,1,32288,30158,35988,10674,23407,23852,34448,31687,30742,31114,30064,32374,17658,22837,17346,11397,20806,17061,35979,38120,33006,27765,25031,21322,20190,12901,28204,21399,28130,28740,24446,19869,27975,24803,25948,27578,,607.0989,0.41675,
Sertraline Carbamic acid glucuronide,1,78329,69878,76598,28265,52424,54812,77126,68418,66232,67531,73771,69963,45230,49804,46123,27079,45296,40834,73461,81017,75307,56451,47242,46109,47265,29588,64458,47973,54844,65515,56856,48282,65130,49438,52053,57917,"Sertraline Carbamic acid glucuronide [ C24 H25 Cl2 N O8, db=66.50, overall=33.25, KEGG ID=, CAS ID=119733-44-7 ]",525.0954,0.41841662,119733-44-7
377.0618@0.41700003,1,28929,23755,24791,1,1,23466,30478,24852,25932,27922,25806,24720,21523,22611,21675,17449,21711,21857,29023,30956,29260,24248,22651,22234,1,1,27742,21042,25140,28330,22426,20882,28198,24726,25468,27621,,377.0618,0.41700003,
5-Aminoimidazole ribonucleotide,1,245997,217496,205027,108169,209075,231244,247565,208753,217397,235913,226323,241201,164823,185035,180831,97047,157025,134424,185630,233924,197045,158263,139782,139004,141204,81555,222989,140824,168525,186112,182872,144401,214570,126094,134411,154772,"5-Aminoimidazole ribonucleotide [ C8 H14 N3 O7 P, db=61.18, overall=30.59, HMP ID=HMDB01235, KEGG ID= ]",295.0595,0.42075,
His Cys Cys,1,476091,428924,454753,176559,376761,379723,468579,414414,426980,437357,432198,465603,289733,351392,319294,165688,287805,256074,418179,523834,453802,330884,276457,267648,258889,156412,397512,273184,344970,369710,333541,273053,385431,271387,282285,315114,"His Cys Cys [ C12 H19 N5 O4 S2, db=74.60, overall=37.30 ]",361.0891,0.4204722,
443.0923@0.42244443,1,99282,88069,91673,42333,80976,78979,96429,85097,95122,88536,91606,96679,66402,75742,69139,34640,62620,55740,90593,111082,90542,71474,60906,54850,53922,31859,80823,57195,72896,79231,70175,60161,79255,57154,56586,67660,,443.0923,0.42244443,
536.1894@0.42578793,1,148899,106097,128273,1,97639,101453,131134,93555,92126,109126,125240,140491,34803,59068,45533,1,42654,32394,95792,174696,110236,54444,33858,29606,35075,1,108027,36691,69255,79112,50941,31338,79832,32045,34393,49551,,536.1894,0.42578793,
342.008@0.44034287,1,54027,55467,45151,64691,62631,55497,59817,65831,56222,52119,64690,64454,92301,90124,86893,53807,50065,65133,55660,50062,59821,57765,66188,52471,46282,55458,41548,48191,1,47809,58266,55028,68297,43097,46283,40051,,342.008,0.44034287,
279.085@0.43405554,1,3115249,2569367,2603231,789435,2596305,2502424,2453740,2278674,2081031,2252459,2541911,2606758,1588537,1691087,1572694,648544,1433872,1171945,1925094,3111234,2115160,1532199,956652,1054888,1205544,539712,2180607,1150910,1453125,1748067,1540813,1080615,1942680,967051,1085959,1290253,,279.085,0.43405554,
284.0491@0.4420606,1,69824,63383,55631,76431,1,64608,73389,66302,70975,62636,60570,55018,91935,86407,94151,60841,60767,57701,67122,61577,62598,76819,64365,1,53916,1,52387,55048,54416,51942,81016,63236,65505,52034,54582,49107,,284.0491,0.4420606,
103.0999@0.44377777,1,400239,331703,296713,113991,342161,322083,356043,313412,300202,340704,341705,304171,204867,246409,239367,97934,192157,160495,326556,492299,373467,234569,158617,162115,153132,71767,332422,153432,227180,267976,248567,174841,290935,141724,151829,174862,,103.0999,0.44377777,
481.9704@0.44212005,1,11571,1,9954,10931,1,8950,8872,1,9424,8713,1,1,12644,12296,19683,9410,9305,9546,9085,1,9034,10596,10542,11289,9086,7951,1,1,1,7882,10994,11136,9942,1,6214,1,,481.9704,0.44212005,
183.0875@0.44372222,1,363057,364578,321132,454818,348399,328246,393507,364545,376489,361108,316203,341552,422665,385060,407068,441559,409364,423981,364823,289648,328157,358385,373593,378769,375437,401859,327807,372389,342208,334677,398419,403618,352578,377390,399665,347636,,183.0875,0.44372222,
Cys Cys,1,192727,187094,169639,214788,207766,175747,216562,191729,158461,144455,164764,163399,261713,263729,250518,136604,184036,175876,191225,156853,166706,161400,204218,162963,122451,1,111390,128081,159889,145023,170166,180327,191572,121404,1,113914,"Cys Cys [ C6 H12 N2 O3 S2, db=64.23, overall=32.11 ]",224.0281,0.4447647,
457.0211@0.45377782,1,22540,20793,1,12148,17859,14252,15499,14777,1,15233,1,17373,11276,13888,12163,1,14770,11717,20904,22485,16621,1,11579,12810,11411,1,1,1,15223,14152,15737,10074,16738,10147,1,11934,,457.0211,0.45377782,
135.0411@0.4499394,1,974789,1,760928,880337,716290,643367,667245,615555,622631,698995,656360,706741,742453,686525,704283,770717,783055,747335,1,693254,646394,943609,861802,917560,1,655401,633105,614113,565764,539736,644145,578971,602894,853817,921471,761363,,135.0411,0.4499394,
Asp Glu,1,359069,337168,290303,425718,382925,360112,341540,338651,335359,280343,280150,276127,431089,422085,422948,389144,377968,386444,346312,298750,322138,399120,367652,370042,343591,325277,305539,322323,336854,327707,386977,361121,357876,318332,320779,301106,"Asp Glu [ C9 H14 N2 O7, db=81.80, overall=40.90 ]",262.078,0.45158333,
202.0446@0.45386112,1,7908934,7806481,6814380,9725940,8824019,8350934,8156283,7945720,8177525,7915439,8099622,7542381,1.15E+07,1.09E+07,1.11E+07,7905445,7677237,7793078,7491229,6627362,6952241,8285651,7926219,8012552,6950882,6509974,6380885,6718578,7220599,6494516,8099371,7832698,7544019,6300521,6302538,5800022,,202.0446,0.45386112,
159.0275@0.45163885,1,141518,146860,110764,130047,109715,97988,70331,70557,68156,80914,73535,74051,82208,81444,82206,94805,88812,90858,97788,82730,82655,144553,121269,128633,90483,79002,81191,61062,60327,55666,71672,62019,63167,97062,103513,95908,,159.0275,0.45163885,
220.1785@0.4556666,1,124467,120519,126283,125492,129595,126757,128613,107984,113965,101669,104362,99287,71565,72546,71600,106655,110533,112332,159157,164252,157065,163790,129351,130382,145898,132318,161606,101579,123228,118136,131402,121133,137723,132736,137466,143098,,220.1785,0.4556666,
404.092@0.45348275,1,52999,46104,41231,59349,62110,57045,45373,53767,1,45076,42571,42947,91935,75161,89477,1,1,37894,51012,43884,48386,1,42219,50216,41748,33506,1,1,40890,35694,47803,44239,39781,34656,1,33555,,404.092,0.45348275,
315.1044@0.4536389,1,284115,280882,212126,335492,263252,237319,251726,262409,261295,267802,253868,250698,358229,329565,341572,288275,270800,262199,246062,194639,223346,313290,283587,289890,255698,256247,201484,253551,234759,216008,277307,253839,238206,247406,255881,195326,,315.1044,0.4536389,
320.036@0.4549231,1,27345,24174,25441,35921,31407,33149,24821,26025,1,1,18668,21300,29879,29553,27068,1,31062,33574,27546,22676,1,1,30394,30805,29528,1,1,1,29430,31428,1,28874,30498,31033,1,26093,,320.036,0.4549231,
382.1086@0.45669445,1,2962223,2956862,2479736,4370258,3763852,3596846,3376402,3264117,3285594,3228199,3062829,3015583,5660871,5573584,5348803,3184815,3153643,3020754,2760429,2337884,2509055,3024828,3048071,3088161,2517176,2397839,2077319,2675688,2493454,2314249,3196869,3163711,2932936,2014199,2096743,1974298,,382.1086,0.45669445,
Asn Tyr Thr,1,29043,24885,27264,1,21211,15477,23195,22545,19385,23018,24433,29391,1,12235,1,1,10988,10047,20873,37222,23597,15366,1,1,1,1,21244,1,1,16005,10460,1,15201,8894,1,9874,"Asn Tyr Thr [ C17 H24 N4 O7, db=83.05, overall=41.53 ]",396.1638,0.4501666,
Creatinine,1,628270,1387406,485431,501464,415037,391941,432433,418648,511085,551114,661251,481490,339214,340457,233997,438135,410024,530836,1218718,254900,514865,784989,424600,570663,1087251,405179,528152,568224,507991,389717,427170,407400,515353,664456,666051,683400,"Creatinine [ C4 H7 N3 O, db=69.36, overall=34.68, KEGG ID=C00791, CAS ID=60-27-5 ]",113.059,0.45647225,60-27-5
Cys Ser Met,1,30221,26786,22766,31466,28698,26599,1,22072,19976,16075,1,16656,24804,24109,29098,25534,27091,27103,22345,1,20048,26913,24422,24402,22382,20526,19934,19123,17892,1,22271,17910,17908,20465,21400,18033,"Cys Ser Met [ C11 H21 N3 O5 S2, db=57.09, overall=28.54 ]",339.0908,0.4577187,
Famotidine,1,374600,311144,324146,88306,323121,323003,350704,273643,262623,304140,324075,317647,155047,196041,175002,77342,166322,136246,268033,415891,292445,182370,115966,115828,142387,53343,306862,145335,203862,213908,174254,1,234732,123745,118000,150894,"Famotidine [ C8 H15 N7 O2 S3, db=57.43, overall=28.71, KEGG ID=C06994, CAS ID=76824-35-6 ]",337.0433,0.45780003,76824-35-6
114.0292@0.45835483,1,161536,119265,119802,73520,123002,135319,134839,115449,1,129245,132066,150297,120859,107424,119294,86672,102472,1,151882,158768,1,107793,87536,86705,1,1,133672,132564,147898,160282,146287,150510,149863,117168,94516,121503,,114.0292,0.45835483,
Arginine,1,91207,86047,80438,80573,82533,94204,75005,77463,63974,75228,68693,77117,84507,73506,69622,54224,61625,81137,90181,87126,74753,79847,86938,70727,99303,87455,82851,1,60720,1,1,83117,39071,94831,92232,78451,"Arginine [ C6 H14 N4 O2, db=51.57, overall=25.79, KEGG ID=C00062, CAS ID=74-79-3 ]",174.1111,0.46506065,74-79-3
Creatine,1,544853,550202,373699,500541,389593,368877,439916,318157,407176,1,166518,165560,505305,397020,493362,689995,703870,663750,444500,305791,336152,405212,370562,411662,550173,587971,522093,1,185627,169418,175773,166944,1,479468,512490,396604,"Creatine [ C4 H9 N3 O2, db=99.16, overall=49.58, KEGG ID=C00300, CAS ID=6020-87-7 ]",131.0692,0.46048486,6020-87-7
317.9624@0.46102777,1,233204,227753,193476,285441,260507,246144,236819,217445,201925,229449,215023,209551,304963,273058,279242,234957,220511,230669,212251,186147,191112,205683,211353,206026,199269,196478,185728,216011,210321,207533,225869,229536,212782,179278,153359,169896,,317.9624,0.46102777,
260.0039@0.4610556,1,593508,604614,557790,732588,695574,687534,619141,607220,608907,633565,637766,608493,842090,796195,799099,628752,591712,616905,574636,543339,548742,588885,592058,575533,524971,525652,507279,578809,579929,541227,641679,614932,604597,495065,467461,445763,,260.0039,0.4610556,
139.0609@0.45847225,1,1331453,1332768,1041747,1469595,1132640,1128875,1017361,1098224,1161586,977273,920509,923140,1227167,1219871,1233344,1258261,1275242,1098013,1214463,1058359,1089475,1458110,1096151,1316544,1274029,1140221,1128741,978125,1046080,1012033,1244680,1097342,1123256,954567,1052990,964573,,139.0609,0.45847225,
375.9207@0.46166673,1,122733,154980,137845,208687,178100,175923,149331,159809,159842,162484,159720,134910,205459,199343,202147,184068,167279,172058,133735,115024,143259,165070,162943,159606,156458,151399,143348,170930,164856,136099,175071,169997,159497,136201,116358,133289,,375.9207,0.46166673,
498.0259@0.46341926,1,46661,43686,44838,81750,1,57262,44694,43736,1,42798,45988,46768,93095,88541,79538,55564,46903,45126,39365,1,39870,43977,43104,41319,35544,35262,30733,43100,39575,35283,50719,49608,44166,1,29381,1,,498.0259,0.46341926,
161.1053@0.46408334,1,1930569,2005656,1610650,1943204,1676968,1602280,1696270,1730372,1873249,1703652,1639899,1716685,1458450,1374431,1446323,1802269,1879172,1993073,1771819,1537144,1557976,1798717,1605313,1623610,2048937,1949644,1811679,1818321,1723425,1709357,1804744,1771761,1755124,1652135,1805889,1617104,,161.1053,0.46408334,
366.1134@0.4641667,1,58788,57907,43842,67937,58199,53860,70473,66018,66263,79528,75049,70735,67811,62444,61110,56231,53262,55045,65125,55320,57834,73732,62166,65576,63123,58991,54069,60740,59935,60659,58056,54165,52894,55372,57972,52800,,366.1134,0.4641667,
440.0675@0.46469444,1,159632,165272,157928,253503,229835,215824,173715,181128,176854,182329,165356,166913,347613,321071,330714,179219,161976,172963,144546,137284,141826,153507,161304,160711,124098,124399,116871,146733,140259,132551,178110,184949,153670,107155,101178,99547,,440.0675,0.46469444,
Citrulline,1,34694,29430,28785,39495,53793,45942,36287,35066,1,34852,26304,36386,38173,1,31755,32922,29998,41258,1,37665,21440,25015,1,37338,47951,31405,1,39591,44706,45874,46630,50230,43923,33493,28691,29065,"Citrulline [ C6 H13 N3 O3, db=47.39, overall=23.69, KEGG ID=C00327, CAS ID=372-75-8 ]",175.0959,0.4649032,372-75-8
Proline,1,1424226,1425314,1218602,1300652,1309131,1270886,1205703,1183921,1207373,971370,944839,926865,1150393,1155355,1196306,1351482,1352699,1332191,1306808,1167265,1224701,1218822,1285996,1272210,1419438,1355073,1308257,998515,980246,945005,968891,957281,937640,1037106,1372696,1293208,"Proline [ C5 H9 N O2, db=87.30, overall=43.65, KEGG ID=C00148, CAS ID=147-85-3 ]",115.0636,0.4639722,147-85-3
256.1436@0.4642592,1,209229,199052,194855,227887,1,184003,1,165337,1,149705,156696,152367,199494,173399,184742,191457,179287,182782,196556,193414,174407,165268,163355,159194,1,1,152028,160845,139856,137187,201693,176511,1,1,1,1,,256.1436,0.4642592,
399.0646@0.4658,1,44027,44443,36755,51466,43323,41586,36503,40037,41873,35232,31579,1,41217,40421,41294,48069,49836,54066,40384,33383,35595,52989,45111,48600,44693,40606,37683,37076,40014,37197,45091,39752,39922,42684,42705,39597,,399.0646,0.4658,
192.1473@0.46303123,1,76096,80215,66373,109073,92789,96877,66031,63049,61637,71644,66088,64024,1,1,1,51424,1,48073,67082,61627,61749,51298,45777,47449,129373,133412,115589,145418,149523,152862,339953,342848,328580,69118,70191,65495,,192.1473,0.46303123,
Tyr Cys Gly,1,41722,42690,34169,47305,42899,41464,1,1,1,34454,32759,31814,42429,43537,39721,47678,46836,48839,1,32755,36388,1,41354,43049,41688,34259,36819,30218,1,1,36758,36377,1,1,32876,1,"Tyr Cys Gly [ C14 H19 N3 O5 S, db=77.47, overall=38.73 ]",341.1066,0.46715382,
248.1483@0.46862853,1,103313,107894,85083,82478,60463,68191,55880,55091,61199,28559,28484,28265,59616,39924,54613,107943,105602,100577,74050,57163,63056,56530,63905,63809,97008,92038,86529,41075,35490,30779,1,22219,23444,70395,66869,63865,,248.1483,0.46862853,
DL-2-Aminooctanoic acid,1,276835,270960,226070,315831,274150,257118,289118,286929,283139,238605,231123,221342,242190,208282,208769,320617,289020,286525,272735,246945,245522,252614,250279,246375,304131,286402,263761,298384,258869,254929,262480,236769,220677,252238,250358,230381,"DL-2-Aminooctanoic acid [ C8 H17 N O2, db=86.92, overall=43.46, HMP ID=HMDB00991, KEGG ID= ]",159.1256,0.47108328,
Urea,1,450223,543386,433055,635657,533032,423887,387340,363772,349941,224879,1,1,462584,399524,504047,1,491776,512259,412749,481818,401988,434325,426586,257316,576993,1,345108,545256,419345,396470,523430,647865,541829,549532,509252,517935,"Urea [ C H4 N2 O, db=87.80, overall=43.90, KEGG ID=C00086, CAS ID=57-13-6 ]",60.0325,0.47265622,57-13-6
Ala His Ala,1,304243,292499,244604,395178,339388,307734,1,1,1,243305,231560,231119,384681,353625,369464,292579,290365,296688,1,1,225552,66965,264000,264962,249655,226708,218591,228917,214731,1,269554,254473,65347,59719,226550,62340,"Ala His Ala [ C12 H19 N5 O4, db=91.10, overall=45.55 ]",297.1425,0.47046667,
5-Aminopentanoic acid,1,7036129,6771722,5591876,7460550,7040342,6569441,6026410,5742740,6039385,5132786,4930657,4986637,5954069,5541892,5782689,6931903,5678413,6666512,6075355,5293280,5263469,6491509,6211595,6198250,6917455,6134777,5700269,5371473,5343939,4917838,5975686,5695949,5562251,6242007,6629802,5937384,"5-Aminopentanoic acid [ C5 H11 N O2, db=96.95, overall=48.48, HMP ID=HMDB03355, KEGG ID= ]",117.0784,0.47286117,
222.0852@0.47502783,1,82779,76414,82592,112963,111927,111445,79992,75863,72552,63897,63859,63422,117183,116723,116517,95549,83889,89854,72002,67455,67378,63031,77248,83394,85109,89739,65639,82833,83215,83535,89779,94148,89855,66055,73238,62223,,222.0852,0.47502783,
