Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
O14602,"Eukaryotic translation initiation factor 1A, Y-chromosomal",45.14,2,1,10,52,1.883,1;-;-,,1.226,1;-;-,,1.069,1;-;-,,1.442,1;-;-,,1.064,1;-;-,,71.7,45.14,10,30,,,,,40.76,38.19,7,22,144,16.4,5.24
O14617,Isoform 1 of AP-3 complex subunit delta-1,16.05,7,15,16,36,0.981,16;-;13,5.5,0.941,16;-;13,,0.893,16;-;13,0.6,0.946,16;-;13,4.3,0.926,16;-;13,,66.83,12.92,13,20,,,,,58.7,12.58,12,16,1153,130.1,8.48
O14618,Copper chaperone for superoxide dismutase,18.98,1,6,6,11,0.975,4;-;5,4,0.868,4;-;5,,0.893,4;-;5,0.7,0.821,4;-;5,7,0.899,4;-;5,,18.62,10.58,3,5,,,,,18.9,15.69,5,6,274,29,5.58
O14641,Segment polarity protein dishevelled homolog DVL-2,2.31,1,1,1,1,,,,,,,,,,,,,,,,2.72,2.31,1,1,,,,,,,,,736,78.9,6.02
O14646,Isoform 2 of Chromodomain-helicase-DNA-binding protein 1,0.59,2,1,1,1,0.985,-;-;1,,1.391,-;-;1,,1.23,-;-;1,,1.645,-;-;1,,1.422,-;-;1,,,,,,,,,,3.33,0.59,1,1,1709,196.5,7.14
O14647,Isoform 2 of Chromodomain-helicase-DNA-binding protein 2,5,3,6,6,10,0.856,4;-;3,9.2,1.144,4;-;3,,0.957,4;-;3,8.7,1.069,4;-;3,15.2,1.152,4;-;3,,20.03,5,6,7,,,,,10.4,3.34,3,3,1739,200.4,7.84
O14732,Isoform 2 of Inositol monophosphatase 2,15.33,3,3,3,14,0.939,6;-;5,15.1,1.114,6;-;5,,1.253,6;-;5,11.5,1.202,6;-;5,21.1,1.09,6;-;5,,34.01,15.33,3,7,,,,,34.77,11.49,2,7,261,28.5,6.99
O14733,Isoform 1 of Dual specificity mitogen-activated protein kinase kinase 7,3.58,7,2,2,2,0.908,1;-;-,,1.135,1;-;-,,0.971,1;-;-,,0.997,1;-;-,,0.996,1;-;-,,1.92,3.58,2,2,,,,,,,,,419,47.5,9.16
O14734,Acyl-coenzyme A thioesterase 8,16.61,8,4,4,7,1.046,1;-;3,9.9,0.894,1;-;3,,1.054,1;-;3,7.5,0.953,1;-;3,10.8,0.931,1;-;3,,8.05,10.97,2,2,,,,,18.11,16.61,4,5,319,35.9,7.56
O14737,Programmed cell death protein 5,38.4,3,5,5,16,0.992,8;-;6,1.5,1.14,8;-;6,,0.971,8;-;6,2.1,1.056,8;-;6,0.5,1.067,8;-;6,,24.52,30.4,4,9,,,,,17.49,38.4,5,7,125,14.3,6.04
O14744,Protein arginine N-methyltransferase 5,18.21,6,8,8,14,1.013,5;-;5,17.7,0.982,5;-;5,,1.015,5;-;5,2.3,0.948,5;-;5,1.9,0.992,5;-;5,,25.24,14.13,6,7,,,,,23.28,10.83,6,7,637,72.6,6.29
O14745,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,46.09,5,17,17,111,1.002,47;-;46,0.9,1.019,47;-;46,,0.956,47;-;46,1.8,1.04,47;-;46,1,0.967,47;-;46,,186.31,43.02,16,59,,,,,162,41.9,15,52,358,38.8,5.77
O14773,"cDNA FLJ58558, highly similar to Tripeptidyl-peptidase 1",22.58,7,7,7,25,0.999,10;-;6,1.1,1.068,10;-;7,,1.111,10;-;7,0.7,1.121,10;-;7,4,1.028,10;-;7,,39.55,19.76,6,13,,,,,32.89,22.58,7,12,496,53.8,6.38
O14775,Isoform 3 of Guanine nucleotide-binding protein subunit beta-5,10.6,4,2,3,9,0.623,1;-;1,7.5,0.594,1;-;1,,0.759,1;-;1,9.7,0.504,1;-;1,4.8,0.68,1;-;1,,7.01,8.13,2,3,,,,,13.86,10.6,3,6,283,31.2,5.81
O14776,Isoform 2 of Transcription elongation regulator 1,13.56,4,16,17,30,1.102,12;-;10,1.1,1.299,12;-;10,,1.071,12;-;10,1.2,1.336,12;-;10,0.3,1.175,12;-;10,,43.27,13.09,16,16,,,,,37.18,9.66,13,14,1077,121.6,8.54
O14787,Isoform 2 of Transportin-2,6.88,4,2,6,14,1.254,1;-;4,1.4,0.922,1;-;4,,0.919,1;-;4,0.2,0.967,1;-;4,9.7,0.822,1;-;4,,15.23,3.72,4,7,,,,,25.5,6.88,5,7,887,100.3,4.98
O14818,Isoform 1 of Proteasome subunit alpha type-7,66.53,8,16,16,78,1.062,36;-;34,1,1.039,36;-;34,,0.998,36;-;34,1,1.04,36;-;34,0.3,1.016,36;-;34,,119.32,60.48,14,39,,,,,121.28,64.11,15,39,248,27.9,8.46
O14828,Isoform 1 of Secretory carrier-associated membrane protein 3,22.48,2,5,5,10,1.412,5;-;3,6.7,1.074,5;-;3,,1.054,5;-;3,10.5,1.177,5;-;3,1.7,1.027,5;-;3,,19.51,20.46,4,6,,,,,12.24,6.63,2,4,347,38.3,7.64
O14880,Microsomal glutathione S-transferase 3,5.26,2,1,1,4,0.952,2;-;2,3.4,1.018,2;-;2,,1.053,2;-;2,3.6,0.962,2;-;2,5.8,1.019,2;-;2,,5.61,5.26,1,2,,,,,5.76,5.26,1,2,152,16.5,9.38
O14907,Tax1-binding protein 3,17.74,1,1,2,4,1.061,2;-;1,0.8,0.807,2;-;1,,1.014,2;-;1,0.8,0.792,2;-;1,2.4,0.87,2;-;1,,10.56,17.74,2,3,,,,,4.26,13.71,1,1,124,13.7,8.48
O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,13.76,6,8,8,14,1.095,4;-;6,9.7,1.02,4;-;6,,1.03,4;-;6,8.2,1.067,4;-;6,8.8,1.026,4;-;6,,17.88,6.88,4,5,,,,,30.72,12.43,7,9,756,86.5,5.78
O14929,Histone acetyltransferase type B catalytic subunit,17.42,3,5,5,6,1.126,2;-;3,13.5,1.393,2;-;3,,1.266,2;-;3,6.5,1.578,2;-;3,7.9,1.28,2;-;3,,8.02,10.74,3,3,,,,,8.47,10.5,3,3,419,49.5,5.69
O14933,Isoform 2 of Ubiquitin/ISG15-conjugating enzyme E2 L6,26.44,2,2,2,6,0.974,3;-;1,3.5,1.026,3;-;1,,1.032,3;-;1,8.5,1.001,3;-;1,2.2,0.973,3;-;1,,10.38,26.44,2,5,,,,,2.71,9.2,1,1,87,10.1,7.09
O14949,Cytochrome b-c1 complex subunit 8,47.56,2,4,4,9,1.194,4;-;1,8.7,0.998,4;-;1,,1.055,4;-;1,5.3,0.989,4;-;1,1,0.968,4;-;1,,9.6,47.56,4,5,,,,,10.17,34.15,3,4,82,9.9,10.08
O14966,Ras-related protein Rab-7L1,14.29,3,2,3,6,1.152,-;-;1,,1.212,-;-;1,,1.192,-;-;1,,1.342,-;-;1,,1.188,-;-;1,,7.92,14.29,3,3,,,,,8.68,9.36,2,3,203,23.1,7.18
O14974,Isoform 4 of Protein phosphatase 1 regulatory subunit 12A,24.92,7,22,22,67,0.991,31;-;22,4,0.883,31;-;22,,0.953,31;-;22,3.5,0.828,31;-;22,2.3,0.916,31;-;22,,140.16,24.92,22,37,,,,,107.24,20.7,17,30,971,109,5.41
O14975,very long-chain acyl-CoA synthetase isoform 2,4.76,2,1,1,1,0.909,1;-;-,,0.743,1;-;-,,0.919,1;-;-,,0.563,1;-;-,,0.932,1;-;-,,2.21,4.76,1,1,,,,,,,,,567,64.6,8.48
O14979,Isoform 3 of Heterogeneous nuclear ribonucleoprotein D-like,50.82,3,10,13,85,1.083,21;-;17,1.1,1.179,21;-;17,,1.15,21;-;17,0.4,1.399,21;-;17,3,1.125,21;-;17,,107.47,44.26,12,42,,,,,105.64,50.82,13,43,244,27.2,8.65
O14981,TATA-binding protein-associated factor 172,1.19,1,2,2,2,0.888,2;-;-,,1.095,2;-;-,,1.033,2;-;-,,1.058,2;-;-,,1.055,2;-;-,,6.14,1.19,2,2,,,,,,,,,1849,206.8,6.52
O15020,"Isoform 2 of Spectrin beta chain, brain 2",2.45,8,1,8,16,,,,,,,,,,,,,,,,20.44,2.2,7,9,,,,,11.91,1.82,6,7,2365,268.1,6.11
O15027,Isoform 2 of Protein transport protein Sec16A,4.5,7,8,8,11,1.009,5;-;1,14.1,1.021,5;-;1,,0.976,5;-;1,5.3,0.978,5;-;1,16.3,0.993,5;-;1,,21.64,4.5,8,8,,,,,8.81,1.17,3,3,2134,228.7,5.62
O15031,Plexin-B2,12.46,8,15,15,23,1.033,11;-;7,9.1,0.904,11;-;7,,1.058,11;-;7,2.5,0.965,11;-;7,1.4,0.972,11;-;7,,50.72,11.1,13,14,,,,,28.47,5.11,7,9,1838,205,6.24
O15037,Protein KHNYN,1.18,1,1,1,1,1.075,-;-;1,,1.197,-;-;1,,1.018,-;-;1,,1.264,-;-;1,,0.971,-;-;1,,,,,,,,,,2.81,1.18,1,1,678,74.4,7.02
O15042,Isoform 3 of U2-associated protein SR140,13.53,11,12,12,17,1.15,8;-;7,2.4,1.223,8;-;7,,1.039,8;-;7,7.9,1.176,8;-;7,10.9,1.148,8;-;7,,23.36,8.52,8,9,,,,,22.51,10.42,8,8,998,115.2,8.4
O15067,Phosphoribosylformylglycinamidine synthase,14.05,2,14,14,28,1.103,12;-;13,2.3,1.01,12;-;13,,1.057,12;-;13,2.4,1.065,12;-;13,5.2,0.978,12;-;13,,41.3,11.43,12,14,,,,,47.03,10.61,10,14,1338,144.6,5.76
O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,10.07,1,6,6,12,0.987,4;-;5,0.4,0.813,4;-;5,,0.932,4;-;5,1.4,0.809,4;-;5,2.1,0.892,4;-;5,,19.68,10.07,6,6,,,,,19.24,8.46,5,6,745,84.6,6.73
O15116,U6 snRNA-associated Sm-like protein LSm1,34.59,1,4,4,5,1.314,3;-;2,29.4,1.124,3;-;2,,0.966,3;-;2,3.5,1.017,3;-;2,16.8,0.98,3;-;2,,7.74,34.59,3,3,,,,,2.18,15.79,2,2,133,15.2,5.22
O15121,Sphingolipid delta(4)-desaturase DES1,5.57,1,2,2,3,0.906,1;-;1,5.3,0.983,1;-;1,,1.069,1;-;1,13.3,1.047,1;-;1,6,0.929,1;-;1,,8.76,5.57,2,2,,,,,3.83,5.57,1,1,323,37.8,7.46
O15126,Isoform 2 of Secretory carrier-associated membrane protein 1,14.01,2,2,3,5,1.019,2;-;1,18.4,1.024,2;-;1,,0.977,2;-;1,12.3,1.005,2;-;1,11.2,0.965,2;-;1,,4.85,14.01,3,3,,,,,4.77,9.55,2,2,157,18,5.35
O15127,Secretory carrier-associated membrane protein 2,16.11,2,5,5,18,1.108,6;-;4,8.3,0.95,6;-;4,,1.042,6;-;4,3.3,1.082,6;-;4,0.4,0.979,6;-;4,,40.92,14.29,4,11,,,,,28.44,15.5,4,7,329,36.6,6.1
O15144,Actin-related protein 2/3 complex subunit 2,73.33,6,26,26,191,1.234,82;-;77,1.2,0.978,82;-;77,,1.032,82;-;77,0.4,1.06,82;-;77,1,0.925,82;-;77,,303.24,70.67,25,97,,,,,292.37,69,24,94,300,34.3,7.36
O15145,Actin-related protein 2/3 complex subunit 3,42.13,6,9,9,92,1.157,37;-;39,5.6,0.914,37;-;39,,1.048,37;-;39,0.9,0.989,37;-;39,1.1,0.928,37;-;39,,115.45,38.76,8,44,,,,,131.39,30.34,7,48,178,20.5,8.59
O15182,Centrin-3,7.19,1,1,1,2,0.75,1;-;1,4.5,0.952,1;-;1,,1.126,1;-;1,17,0.958,1;-;1,11.9,1.215,1;-;1,,4.09,7.19,1,1,,,,,3.28,7.19,1,1,167,19.5,4.74
O15204,ADAM DEC1,3.19,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,3.19,1,1,470,52.7,7.34
O15212,Prefoldin subunit 6,49.61,2,5,5,15,1.036,5;-;7,6.2,0.946,5;-;7,,0.973,5;-;7,5.2,0.99,5;-;7,0.6,1.022,5;-;7,,26.87,44.19,4,7,,,,,32.05,49.61,5,8,129,14.6,8.88
O15228,Dihydroxyacetone phosphate acyltransferase,12.65,3,6,6,10,0.965,5;-;3,3.6,0.877,5;-;3,,0.976,5;-;3,4.2,0.853,5;-;3,14.6,0.915,5;-;3,,21.91,9.71,5,6,,,,,12.97,5.74,3,4,680,77.1,6.57
O15235,"28S ribosomal protein S12, mitochondrial",18.12,1,1,1,1,0.843,-;-;1,,0.868,-;-;1,,0.955,-;-;1,,0.943,-;-;1,,0.965,-;-;1,,,,,,,,,,4.16,18.12,1,1,138,15.2,10.29
O15243,Leptin receptor gene-related protein,10.69,1,2,2,7,0.822,1;-;1,1,0.868,1;-;1,,0.754,1;-;1,9.7,0.652,1;-;1,13.2,0.832,1;-;1,,14.95,10.69,2,4,,,,,10.05,10.69,2,3,131,14.2,6.51
O15254,Isoform 2 of Peroxisomal acyl-coenzyme A oxidase 3,2.08,2,1,1,1,1.285,1;-;-,,1.131,1;-;-,,1.338,1;-;-,,1.209,1;-;-,,1.203,1;-;-,,3.24,2.08,1,1,,,,,,,,,624,69.5,8.24
O15260,Surfeit 4,9.68,5,2,2,3,1.249,-;-;1,,1.005,-;-;1,,0.969,-;-;1,,0.973,-;-;1,,0.869,-;-;1,,4.63,9.68,2,2,,,,,2.77,4.3,1,1,186,21.1,6.52
O15269,Serine palmitoyltransferase 1,21.78,3,9,9,19,0.971,8;-;5,7.6,0.927,8;-;5,,1.105,8;-;5,1.5,0.935,8;-;5,10.8,0.965,8;-;5,,31.71,15.01,6,9,,,,,19.6,19.87,8,10,473,52.7,6.01
O15270,Serine palmitoyltransferase 2,17.44,1,9,9,19,0.74,10;-;9,5.9,0.977,10;-;9,,1.147,10;-;9,4.6,1.162,10;-;9,1.8,0.958,10;-;9,,36.56,14.06,7,10,,,,,28.72,12.46,6,9,562,62.9,7.78
O15294,Isoform 1 of UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,5.79,5,6,6,8,1.064,3;-;1,5.7,1.131,3;-;1,,1.036,3;-;1,4.5,1.179,3;-;1,13.8,1.087,3;-;1,,11.4,1.93,2,3,,,,,16.26,4.92,5,5,1036,115.6,6.65
O15305,Phosphomannomutase 2,23.17,1,5,5,8,1.21,4;-;2,5,1.057,4;-;2,,0.905,4;-;2,9.8,0.948,4;-;2,7.5,0.958,4;-;2,,12.47,17.48,4,5,,,,,9.46,14.23,3,3,246,28.1,6.77
O15355,Protein phosphatase 1G,30.59,2,12,12,29,0.917,11;-;17,2.3,1.255,11;-;17,,1.094,11;-;17,0.3,1.207,11;-;17,1.7,1.155,11;-;17,,41.47,26.01,9,12,,,,,42.44,23.08,10,17,546,59.2,4.36
O15357,"Isoform 1 of Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2",9.62,7,8,10,20,1.123,10;-;5,3,0.886,10;-;5,,1.008,10;-;5,3,0.911,10;-;5,1.5,0.904,10;-;5,,31.09,8.27,8,12,,,,,19.54,7.07,7,8,1258,138.5,6.54
O15371,Eukaryotic translation initiation factor 3 subunit D,39.42,8,16,16,65,0.94,33;-;25,1.1,0.949,33;-;25,,1.079,33;-;25,0.6,1.021,33;-;25,4.7,1.049,33;-;25,,127.65,39.42,16,36,,,,,99.13,38.14,15,29,548,63.9,6.05
O15397,16 kDa protein,9.09,2,1,1,1,0.971,1;-;-,,0.874,1;-;-,,1.096,1;-;-,,0.903,1;-;-,,0.851,1;-;-,,3.72,9.09,1,1,,,,,,,,,143,16.2,4.02
O15400,Isoform 2 of Syntaxin-7,64.44,5,10,11,66,0.924,26;-;23,0.9,0.881,26;-;23,,0.99,26;-;23,4.1,0.835,26;-;23,6,0.944,26;-;23,,102.29,64.44,11,33,,,,,104.54,61.92,10,33,239,27.4,5.12
O15427,Monocarboxylate transporter 4,1.51,1,1,1,3,1.204,1;-;2,8.1,1.205,1;-;2,,1.237,1;-;2,7.9,1.458,1;-;2,4.7,1.121,1;-;2,,2.55,1.51,1,1,,,,,4.71,1.51,1,2,465,49.4,7.96
O15439,Isoform 2 of Multidrug resistance-associated protein 4,13.77,3,13,14,32,1,15;-;11,2.9,0.738,15;-;11,,0.899,15;-;11,3.8,0.666,15;-;11,11.8,0.805,15;-;11,,62.79,9.94,10,16,,,,,50.02,10.17,9,16,1278,144.1,8.19
O15511,Isoform 1 of Actin-related protein 2/3 complex subunit 5,83.44,5,11,12,85,1.363,39;-;40,10.3,0.967,39;-;40,,1.084,39;-;40,2,1.232,39;-;40,4.4,0.927,39;-;40,,138.3,79.47,11,42,,,,,141.65,74.17,10,43,151,16.3,5.67
O15523,ATP-dependent RNA helicase DDX3Y,37.27,5,4,21,78,0.821,3;-;2,2.2,1.058,3;-;2,,0.903,3;-;2,7.4,0.885,3;-;2,12.4,0.982,3;-;2,,137.31,31.06,18,39,,,,,134.31,32.88,18,39,660,73.1,7.55
O15525,Transcription factor MafG,7.41,39,1,2,2,,,,,,,,,,,,,,,,3.12,7.41,2,2,,,,,,,,,162,17.8,10.04
O15533,44 kDa protein,23.06,16,5,5,22,0.991,6;-;9,5.5,0.988,6;-;9,,1.154,6;-;9,2.1,1.256,6;-;9,5.1,1.028,6;-;9,,32.33,15.29,4,9,,,,,37.39,19.9,4,13,412,43.8,6.84
O15541,RING finger protein 113A,5.83,8,2,3,4,1.046,1;-;-,,1.387,1;-;-,,0.892,1;-;-,,1.329,1;-;-,,1.08,1;-;-,,7.74,5.83,3,3,,,,,2.14,1.75,1,1,343,38.8,5.69
O15551,Claudin-3,5.45,1,1,1,1,,,,,,,,,,,,,,,,2.83,5.45,1,1,,,,,,,,,220,23.3,8.05
O15553,Isoform 1 of Pyrin,9.73,3,5,6,16,1.211,5;-;5,8.3,1.409,6;-;5,,1.453,6;-;5,8.2,1.547,6;-;5,12,1.223,6;-;5,,29.22,9.73,6,9,,,,,24.65,7.94,5,7,781,86.4,8.03
O43143,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,32.45,1,23,23,73,1.132,32;-;26,4.9,1.146,32;-;26,,1.102,32;-;26,4.6,1.194,32;-;26,2.1,1.112,32;-;26,,123.45,30.94,22,40,,,,,100.51,27.04,18,33,795,90.9,7.46
O43148,Isoform 1 of mRNA cap guanine-N7 methyltransferase,15.97,2,8,8,14,0.958,8;-;6,7.4,1.207,8;-;6,,0.948,8;-;6,8.3,1.078,8;-;6,4.1,1.103,8;-;6,,22.87,15.97,8,8,,,,,9.09,5.67,4,6,476,54.8,6.61
O43149,Isoform 1 of Zinc finger ZZ-type and EF-hand domain-containing protein 1,12.73,7,27,28,48,0.945,19;-;16,5.8,0.836,19;-;16,,0.941,19;-;16,0.7,0.85,19;-;16,2.6,0.898,19;-;16,,87.03,11.08,25,29,,,,,56.51,7.4,16,19,2961,330.9,5.95
O43150,"Isoform 2 of Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",14.26,2,10,10,35,0.921,13;-;11,6.4,0.645,13;-;11,,0.82,13;-;11,1.6,0.599,13;-;10,6.8,0.738,13;-;11,,60.75,14.26,10,18,,,,,61.03,11.45,8,17,961,106.9,6.49
O43159,Ribosomal RNA-processing protein 8,3.51,1,2,2,2,1.104,1;-;-,,1.333,1;-;-,,0.966,1;-;-,,1.126,1;-;-,,1.179,1;-;-,,4.59,3.51,2,2,,,,,,,,,456,50.7,9.42
O43172,Isoform 1 of U4/U6 small nuclear ribonucleoprotein Prp4,28.35,3,1,11,21,1.062,1;-;1,3.2,1.438,1;-;1,,1.179,1;-;1,4.2,1.462,1;-;1,2.4,1.321,1;-;1,,36.72,22.41,9,11,,,,,30.22,20.11,8,10,522,58.4,7.42
O43172,Isoform 2 of U4/U6 small nuclear ribonucleoprotein Prp4,28.21,3,1,11,24,0.875,2;-;1,5,1.306,2;-;1,,0.992,2;-;1,0.6,1.213,2;-;1,0.6,1.196,2;-;1,,39.26,22.26,9,12,,,,,34.67,19.96,8,12,521,58.3,7.42
O43175,D-3-phosphoglycerate dehydrogenase,20.64,2,8,8,17,1.103,10;-;7,5.4,1.162,10;-;7,,1.185,10;-;7,4,1.145,10;-;7,10.6,1.112,10;-;7,,28.29,18.57,7,10,,,,,15.84,16.32,6,7,533,56.6,6.71
O43181,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",29.14,2,5,5,9,1.147,4;-;3,0.6,0.962,4;-;3,,0.896,4;-;3,10.4,0.97,4;-;3,5.3,0.878,4;-;3,,19.68,29.14,5,6,,,,,12.28,13.71,2,3,175,20.1,10.3
O43182,Isoform 4 of Rho GTPase-activating protein 6,15.69,7,10,10,39,0.916,19;-;15,12.7,0.703,19;-;15,,0.754,19;-;15,0,0.571,19;-;15,1.1,0.706,19;-;15,,66.08,15.69,10,21,,,,,55.81,14.14,9,18,771,84.8,6.1
O43189,Isoform 1 of PHD finger protein 1,11.38,4,1,3,4,1.952,1;-;-,,1.256,1;-;-,,1.034,1;-;-,,1.153,1;-;-,,1.098,1;-;-,,12.37,11.38,3,3,,,,,3.18,3.94,1,1,457,49.6,7.93
O43189,Isoform 2 of PHD finger protein 1,6.53,6,1,3,4,0.8,1;-;-,,1.079,1;-;-,,0.729,1;-;-,,0.867,1;-;-,,0.995,1;-;-,,9.14,6.53,3,3,,,,,3.18,3.17,1,1,567,62,9
O43237,Cytoplasmic dynein 1 light intermediate chain 2,13.01,10,3,5,10,0.963,2;-;3,7.1,1.127,2;-;3,,0.969,2;-;3,9.3,1.037,2;-;3,15.5,1.033,2;-;3,,17.38,11.99,4,5,,,,,12.25,13.01,5,5,492,54.1,6.38
O43242,26S proteasome non-ATPase regulatory subunit 3,38.58,2,22,22,84,0.995,44;-;34,0.6,0.997,44;-;34,,1.006,44;-;34,2.5,0.997,44;-;34,2.8,1.029,44;-;34,,156.82,34.83,20,46,,,,,133.36,33.71,17,38,534,60.9,8.44
O43252,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,18.43,2,8,8,21,1,8;-;8,12,1.061,8;-;8,,1.086,8;-;8,2.6,1.131,8;-;8,3.7,0.993,8;-;8,,31.7,14.42,6,10,,,,,39.79,13.62,6,11,624,70.8,6.86
O43264,Centromere/kinetochore protein zw10 homolog,6.93,11,4,5,11,1.134,4;-;2,8.9,0.921,4;-;2,,0.959,4;-;2,5.8,0.868,4;-;2,6.3,0.91,4;-;2,,22.98,6.93,5,8,,,,,7.46,4.36,3,3,779,88.8,6.27
O43290,U4/U6.U5 tri-snRNP-associated protein 1,34.13,7,20,21,51,0.984,24;-;15,7.9,1.124,24;-;15,,1.036,24;-;15,0.6,1.203,24;-;15,0.6,1.12,24;-;15,,97.58,32.5,19,30,,,,,71.56,26.63,15,21,800,90.2,6.13
O43294,Isoform 2 of Transforming growth factor beta-1-induced transcript 1 protein,17.34,2,10,10,31,0.832,13;-;11,3.5,0.721,13;-;11,,0.809,13;-;11,6.3,0.673,13;-;11,10.2,0.771,13;-;11,,47.01,17.34,9,17,,,,,41.97,14.41,7,14,444,47.9,7.58
O43299,KIAA0415 gene product,2.9,4,1,4,5,1.173,1;-;-,,0.913,1;-;-,,0.963,1;-;-,,0.995,1;-;-,,0.911,1;-;-,,8.43,2.44,3,3,,,,,5.39,0.99,2,2,1518,164.6,8.41
O43306,Isoform 2 of Adenylate cyclase type 6,10.22,9,9,9,25,0.957,13;-;8,2.9,0.657,13;-;8,,0.803,13;-;8,4.5,0.624,13;-;8,3.7,0.787,13;-;8,,59.13,8.79,7,15,,,,,40.23,6.82,6,10,1115,124.8,8.41
O43310,Isoform 1 of CBP80/20-dependent translation initiation factor,2.68,3,2,2,2,1.413,-;-;1,,1.215,-;-;1,,1.038,-;-;1,,1.348,-;-;1,,0.92,-;-;1,,1.7,1.34,1,1,,,,,0,1.34,1,1,598,67.5,6.54
O43312,Isoform 3 of Metastasis suppressor protein 1,12.33,7,6,6,11,1.016,6;-;2,19.6,0.802,6;-;2,,0.897,6;-;2,5.6,0.753,6;-;2,2,0.843,6;-;2,,23.58,12.33,6,7,,,,,6.34,2.88,2,4,730,79.1,6.2
O43314,Isoform 2 of Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,7.77,17,8,8,13,0.939,6;-;3,10.6,1.051,6;-;3,,1.037,6;-;3,2,1.073,6;-;3,11.5,1.013,6;-;3,,19.34,6.06,7,8,,,,,10.09,4.17,4,5,1222,138,8.06
O43318,Isoform 1A of Mitogen-activated protein kinase kinase kinase 7,3.28,6,2,2,4,0.851,-;-;3,,0.897,-;-;3,,1.018,-;-;3,,0.949,-;-;3,,1.067,-;-;3,,2.74,1.38,1,1,,,,,8.15,3.28,2,3,579,64.2,6.67
O43353,Isoform 1 of Receptor-interacting serine/threonine-protein kinase 2,3.7,4,1,3,7,0.949,1;-;1,8.7,0.906,1;-;1,,0.897,1;-;1,5.1,0.978,1;-;1,0.3,0.92,1;-;1,,4,2.22,2,3,,,,,4.58,3.7,3,4,540,61.2,7.09
O43390,Isoform 1 of Heterogeneous nuclear ribonucleoprotein R,47.55,10,20,30,218,1.07,69;-;58,2.1,1.253,69;-;58,,1.128,69;-;58,0.8,1.298,69;-;58,5,1.173,69;-;58,,340.1,47.55,30,116,,,,,313.04,41.39,24,102,633,70.9,8.13
O43396,Thioredoxin-like protein 1,55.36,3,12,12,47,0.957,25;-;20,0.8,0.864,25;-;20,,0.917,25;-;20,6.2,0.774,25;-;20,6.1,0.905,25;-;20,,99.04,55.36,11,27,,,,,66.99,35.64,9,20,289,32.2,4.96
O43399,Isoform 1 of Tumor protein D54,61.17,7,16,16,54,1.077,24;-;16,11,0.975,24;-;16,,1,24;-;16,3.8,0.889,24;-;16,2.2,0.965,24;-;16,,98.48,61.17,16,30,,,,,83.09,41.26,10,24,206,22.2,5.36
O43402,Neighbor of COX4,17.62,2,3,3,5,0.826,2;-;3,11.8,0.925,2;-;3,,1.027,2;-;3,4.6,0.968,2;-;3,5.4,0.946,2;-;3,,8.57,13.81,2,2,,,,,11.04,17.62,3,3,210,23.8,6.4
O43426,Isoform 3 of Synaptojanin-1,1.02,6,1,1,1,0.988,1;-;-,,0.858,1;-;-,,0.798,1;-;-,,0.81,1;-;-,,0.74,1;-;-,,2.51,1.02,1,1,,,,,,,,,1279,141.4,7.23
O43427,Isoform Short of Acidic fibroblast growth factor intracellular-binding protein,9.52,4,4,4,5,1.11,4;-;1,5.6,0.921,4;-;1,,1.003,4;-;1,8.9,0.953,4;-;1,6.3,0.951,4;-;1,,13.17,9.52,4,4,,,,,3.52,2.8,1,1,357,41.2,6.76
O43464,"Isoform 2 of Serine protease HTRA2, mitochondrial",16.9,4,4,4,8,1.208,5;-;2,6.4,0.919,5;-;2,,0.891,5;-;2,9.6,0.929,5;-;2,5.5,0.876,5;-;2,,15.03,16.9,4,5,,,,,8.46,14.13,3,3,361,38.5,10.71
O43488,Aflatoxin B1 aldehyde reductase member 2,47.91,10,16,16,68,1.07,31;-;23,17.3,0.832,31;-;23,,0.889,31;-;23,5.7,0.813,31;-;23,3.2,0.846,31;-;23,,104.92,36.49,14,41,,,,,79.28,47.35,14,27,359,39.6,7.17
O43491,Band 4.1-like protein 2,5.87,4,3,4,4,1.016,2;-;-,,1.521,2;-;-,,0.987,2;-;-,,1.316,2;-;-,,1.471,2;-;-,,5.96,4.38,2,2,,,,,1.84,1.49,2,2,1005,112.5,5.44
