Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
O14523,Isoform 1 of C2 domain-containing protein 2-like,5.38,2,2,2,3,0.906,1;1;1,17.9,0.777,1;1;1,47.6,1.004,1;1;1,27.9,1.14,1;1;1,34.7,0.907,1;1;1,4.8,4.61,2.83,1,1,3.86,2.83,1,1,3.28,2.55,1,1,706,76.1,7.69
O14526,Isoform 1 of FCH domain only protein 1,0.79,2,1,1,2,1.152,1;-;1,3.4,1.687,1;-;1,,1.001,1;-;1,3.9,1.024,1;-;1,3.4,1.175,1;-;1,,2.03,0.79,1,1,,,,,2.29,0.79,1,1,889,96.8,6.96
O14548,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",40.35,3,5,5,26,0.899,8;6;6,3,1.211,8;6;6,24.6,1.196,8;6;6,10,0.88,8;6;6,6.5,0.935,8;6;6,2.2,28.49,40.35,5,11,16.98,34.21,4,6,23,40.35,5,9,114,12.6,9.42
O14561,"Acyl carrier protein, mitochondrial",17.95,1,4,4,18,1.305,5;4;9,20.9,0.669,5;4;9,8.7,2.531,5;4;9,35.6,1.784,5;4;9,41.1,1.059,5;4;9,8.9,13.21,12.18,3,5,3.51,12.18,2,4,18,17.95,4,9,156,17.4,4.93
O14579,Coatomer subunit epsilon,46.1,3,16,16,65,1.014,11;9;8,12.6,1.591,11;9;8,34.7,1.033,11;9;8,10.3,0.99,11;9;8,16.5,0.916,11;9;8,0.7,72.66,37.66,13,24,73.94,37.34,12,24,46.24,41.23,11,17,308,34.5,5.12
O14617,Isoform 4 of AP-3 complex subunit delta-1,12.34,5,11,11,48,0.766,15;12;12,11.5,0.768,15;12;12,9.5,0.82,15;12;12,20.5,0.771,15;12;12,19.6,0.982,15;12;12,1.9,47.24,12.34,11,20,36.71,9.01,7,14,37.65,9.3,8,14,1021,114.6,7.99
O14618,Copper chaperone for superoxide dismutase,21.17,1,6,6,23,0.879,4;5;3,13.7,1.016,4;5;3,9.3,0.709,4;5;3,16.5,1.013,4;5;3,8.7,0.857,4;5;3,7.3,26.49,21.17,6,9,26.78,16.06,5,8,17.15,10.58,3,6,274,29,5.58
O14646,Isoform 2 of Chromodomain-helicase-DNA-binding protein 1,0.59,2,1,1,1,1.605,-;-;1,,2.206,-;-;1,,1.972,-;-;1,,1.604,-;-;1,,1.317,-;-;1,,,,,,,,,,3.34,0.59,1,1,1709,196.5,7.14
O14647,Isoform 2 of Chromodomain-helicase-DNA-binding protein 2,5.92,3,7,7,14,1.223,4;4;2,12.8,0.909,4;4;2,50.1,1.575,4;4;2,18.7,1.195,4;4;2,16.4,1.076,4;4;2,5.5,10.18,4.43,5,6,9.32,5,5,5,9.06,2.65,3,3,1739,200.4,7.84
O14662,Isoform C of Syntaxin-16,25.22,14,2,2,4,0.733,1;1;1,11.2,0.748,1;1;1,4,1.04,1;1;1,6.4,0.736,1;1;1,11.5,0.882,1;1;1,6.1,4.06,12.17,1,1,4.01,25.22,2,2,4.32,12.17,1,1,115,13,4.93
O14732,Isoform 2 of Inositol monophosphatase 2,12.26,3,2,2,13,1.059,-;1;2,,2.07,-;1;2,15.2,1,-;1;2,7.4,0.884,-;1;2,,1.009,-;1;2,7.4,17.15,8.81,1,4,16.58,12.26,2,4,20.58,8.81,1,5,261,28.5,6.99
O14737,Programmed cell death protein 5,64,3,10,10,32,1.273,7;7;6,10.6,0.737,7;7;6,25.6,0.966,7;7;6,12.1,1.306,7;7;6,20,1.062,7;7;6,9.6,31.82,44.8,7,11,21.6,49.6,8,11,26.3,50.4,8,10,125,14.3,6.04
O14745,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,51.68,3,20,20,177,0.955,34;40;43,7,1.34,34;40;43,7.8,0.82,34;40;43,5.9,1.054,34;40;43,4.6,0.963,34;40;43,0.9,159.03,46.09,15,61,163.89,46.93,16,57,164.33,45.81,17,59,358,38.8,5.77
O14772,Fucose-1-phosphate guanylyltransferase,2.69,1,1,1,1,0.625,-;1;-,,0.344,-;1;-,,0.657,-;1;-,,0.697,-;1;-,,0.902,-;1;-,,,,,,2.96,2.69,1,1,,,,,594,66.6,6.48
O14773,"cDNA FLJ58558, highly similar to Tripeptidyl-peptidase 1",22.58,7,7,7,38,0.951,9;8;3,20.7,1.732,9;8;3,2.9,1.202,9;8;3,32.8,0.797,9;8;3,23,0.999,9;8;3,11.5,41.39,22.58,7,14,32.66,14.92,6,12,32.54,10.69,4,12,496,53.8,6.38
O14776,Isoform 2 of Transcription elongation regulator 1,15.13,4,19,19,58,1.285,11;10;12,2,2.13,11;10;12,9,1.529,11;10;12,4.2,1.156,11;10;12,6.6,1.115,11;10;12,1.3,66.81,12.81,15,22,51.27,10.96,12,16,64.74,13.28,15,20,1077,121.6,8.54
O14802,DNA-directed RNA polymerase III subunit RPC1,1.37,1,1,1,3,1.571,1;1;1,24.5,0.441,1;1;1,16.1,1.571,1;1;1,16.5,1.253,1;1;1,7.9,1.121,1;1;1,12.4,0,1.37,1,1,2.02,1.37,1,1,0,1.37,1,1,1391,155.6,8.48
O14818,Isoform 1 of Proteasome subunit alpha type-7,60.89,8,17,17,144,0.97,29;37;34,4.4,1.299,29;37;34,5.5,0.724,29;37;34,5.7,0.87,29;37;34,1.9,1.003,29;37;34,2.5,125.98,57.66,14,43,141.67,51.61,14,52,124.93,60.48,16,49,248,27.9,8.46
O14828,Isoform 2 of Secretory carrier-associated membrane protein 3,18.38,2,4,4,10,1.225,3;3;2,11.3,1.097,3;3;2,8.3,1.383,3;3;2,13.8,1.369,3;3;2,13.3,1.074,3;3;2,5.7,12.17,7.17,2,3,15.1,7.17,2,4,7.96,13.4,3,3,321,35.2,7.93
O14879,Interferon-induced protein with tetratricopeptide repeats 3,4.29,1,2,2,2,0.827,1;-;-,,0.437,1;-;-,,0.586,1;-;-,,0.646,1;-;-,,0.892,1;-;-,,0,2.86,1,1,,,,,2.09,1.43,1,1,490,55.9,5.2
O14880,Microsomal glutathione S-transferase 3,5.26,2,1,1,10,1.066,3;3;2,4.6,2.45,3;3;2,8,1.519,3;3;2,5.9,0.991,3;3;2,2.8,0.908,3;3;2,1.7,10.45,5.26,1,4,7.64,5.26,1,3,5.44,5.26,1,3,152,16.5,9.38
O14907,Tax1-binding protein 3,17.74,1,1,2,2,0.733,-;-;1,,1.006,-;-;1,,0.553,-;-;1,,0.651,-;-;1,,0.773,-;-;1,,,,,,,,,,5.61,17.74,2,2,124,13.7,8.48
O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,15.61,6,8,8,18,0.818,2;3;5,7.1,1.159,2;3;5,20.5,0.672,2;3;5,19.6,0.778,2;3;5,19.4,0.923,2;3;5,5.1,15.39,7.8,4,5,19.6,10.45,5,7,14.1,8.86,5,6,756,86.5,5.78
O14929,Histone acetyltransferase type B catalytic subunit,17.42,5,5,5,11,1.345,4;3;4,10,0.77,4;3;4,40.9,1.416,4;3;4,7.3,1.127,4;3;4,15.3,1.214,4;3;4,11.6,8.43,9.31,3,4,5.19,10.02,3,3,8.22,8.11,2,4,419,49.5,5.69
O14933,Isoform 1 of Ubiquitin/ISG15-conjugating enzyme E2 L6,28.76,2,4,4,7,1.042,3;1;1,11.8,1.552,3;1;1,27.6,1.048,3;1;1,28.8,1.022,3;1;1,13.7,1.035,3;1;1,15.3,5.15,28.76,3,3,4.4,5.23,1,2,4.23,21.57,2,2,153,17.8,7.88
O14949,Cytochrome b-c1 complex subunit 8,47.56,2,5,5,16,0.986,-;-;5,,1.074,-;-;5,,1.312,-;-;5,,1.013,-;-;5,,0.943,-;-;5,,4.91,9.76,1,3,9.36,47.56,4,5,16.52,46.34,4,8,82,9.9,10.08
O14966,Ras-related protein Rab-7L1,24.14,3,4,5,22,1.004,2;1;-,10.8,1.814,2;1;-,40.8,1.231,2;1;-,,0.851,2;1;-,10.4,1.046,2;1;-,5.8,21.95,24.14,5,9,19.77,16.26,3,7,12.16,18.72,4,6,203,23.1,7.18
O14974,Isoform 4 of Protein phosphatase 1 regulatory subunit 12A,30.18,7,30,30,125,0.832,31;27;36,6.7,0.706,31;27;36,23.9,0.717,31;27;36,9.7,1.011,31;27;36,3.9,0.931,31;27;36,1.6,141.16,23.58,23,47,114.44,18.54,16,34,144.29,21.11,17,44,971,109,5.41
O14979,Isoform 3 of Heterogeneous nuclear ribonucleoprotein D-like,59.02,4,16,18,128,1.414,26;21;21,5.5,1.592,26;21;21,13.9,1.874,26;21;21,4.3,1.194,26;21;21,4.3,1.047,26;21;21,3.5,104.95,51.23,16,45,107,59.02,16,43,102.2,52.46,16,40,244,27.2,8.65
O15027,Isoform 2 of Protein transport protein Sec16A,0.89,5,1,1,2,,,,,,,,,,,,,,,,2.84,0.89,1,1,2.8,0.89,1,1,,,,,2134,228.7,5.62
O15031,Plexin-B2,5.39,5,6,8,18,0.898,2;1;3,16.6,0.834,2;1;3,6,0.897,2;1;3,19.5,0.953,2;1;3,27.5,0.91,2;1;3,6.8,16.07,2.88,4,6,15.27,4.19,6,7,12.47,2.67,4,5,1838,205,6.24
O15042,Isoform 3 of U2-associated protein SR140,12.63,12,11,12,37,1.168,8;7;9,5.2,1.063,8;7;9,19.2,1.267,8;7;9,3.4,0.948,8;7;9,8.4,1.204,8;7;9,7.9,32.24,11.52,11,15,28.01,9.92,8,10,30.61,11.02,9,12,998,115.2,8.4
O15056,Isoform 2A of Synaptojanin-2,0.93,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0.93,1,1,1288,143.4,7.59
O15067,Phosphoribosylformylglycinamidine synthase,15.55,2,14,14,43,1.013,9;4;5,3.2,1.284,9;4;5,9,0.765,9;4;5,7.4,0.968,9;4;5,5.4,1.013,9;4;5,0.7,54.91,13.23,11,19,40.17,10.69,10,13,30.57,10.09,9,11,1338,144.6,5.76
O15083,ERC protein 2,1.04,1,1,1,1,,,,,,,,,,,,,,,,0,1.04,1,1,,,,,,,,,957,110.5,6.99
O15084,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,4.18,3,2,3,3,0.697,-;1;1,,0.659,-;1;1,5.5,0.555,-;1;1,12.6,0.928,-;1;1,,0.842,-;1;1,7.6,,,,,3.8,2.37,2,2,3.87,1.8,1,1,1053,112.9,6.25
O15116,U6 snRNA-associated Sm-like protein LSm1,12.03,1,1,1,1,,,,,,,,,,,,,,,,3.52,12.03,1,1,,,,,,,,,133,15.2,5.22
O15126,Isoform 1 of Secretory carrier-associated membrane protein 1,16.27,3,4,4,6,1.069,1;3;1,4.2,0.733,1;3;1,1.4,1.212,1;3;1,2.9,1.357,1;3;1,9.9,0.983,1;3;1,10.4,2.13,3.25,1,1,10.12,13.02,3,4,3.01,6.8,1,1,338,37.9,7.42
O15127,Secretory carrier-associated membrane protein 2,16.72,2,5,5,26,0.972,3;3;2,15.6,0.913,3;3;2,24.6,0.839,3;3;2,19.2,1.09,3;3;2,8.1,0.998,3;3;2,15,32.05,16.72,5,9,32.22,16.11,4,9,24.41,16.72,5,8,329,36.6,6.1
O15144,Actin-related protein 2/3 complex subunit 2,62.67,6,27,27,340,1.05,79;93;74,3.7,0.631,79;93;74,8.2,0.897,79;93;74,3.3,1.091,79;93;74,5.4,0.971,79;93;74,1.7,245.38,59.67,25,110,281.79,62.67,26,126,245.61,57.67,24,104,300,34.3,7.36
O15155,BET1 homolog,24.58,5,2,2,4,1.382,-;-;1,,0.34,-;-;1,,1.901,-;-;1,,1.947,-;-;1,,1.015,-;-;1,,6,9.32,1,2,3.48,9.32,1,1,0,15.25,1,1,118,13.3,9.06
O15182,Centrin-3,10.78,1,1,2,8,1.204,1;1;-,2.9,1.945,1;1;-,0.9,1.49,1;1;-,,1.058,1;1;-,0.3,1.174,1;1;-,5,6.48,10.78,2,3,6.67,10.78,2,3,2.15,3.59,1,2,167,19.5,4.74
O15212,Prefoldin subunit 6,51.94,2,6,6,25,0.844,7;4;5,4.4,1.324,7;4;5,13.4,0.791,7;4;5,5.4,0.777,7;4;5,5.1,0.935,7;4;5,4,33.07,42.64,4,11,20.27,42.64,4,6,22.68,45.74,5,8,129,14.6,8.88
O15213,WD repeat-containing protein 46,9.51,18,3,4,19,1.265,4;5;2,17.4,0.942,4;5;2,35.2,1.682,4;5;2,23,1.174,4;5;2,14.4,1.086,4;5;2,13.7,10.42,7.21,3,8,12.21,9.51,4,7,6.58,7.21,3,4,610,68,9.67
O15226,NF-kappa-B-repressing factor,2.03,2,2,2,2,1.215,-;-;1,,1.619,-;-;1,,1.445,-;-;1,,1.141,-;-;1,,1.095,-;-;1,,,,,,2.29,1.01,1,1,2.35,1.01,1,1,690,77.6,8.79
O15235,"28S ribosomal protein S12, mitochondrial",31.88,1,3,3,5,2.005,2;-;1,87.2,2.9,2;-;1,,3.782,2;-;1,106.2,2.865,2;-;1,92.7,1.03,2;-;1,,0,13.77,2,3,,,,,4.23,23.91,2,2,138,15.2,10.29
O15244,Isoform 1 of Solute carrier family 22 member 2,2.16,1,1,1,2,0.802,-;-;1,,1.171,-;-;1,,0.62,-;-;1,,0.958,-;-;1,,0.987,-;-;1,,,,,,,,,,0,2.16,1,2,555,62.5,8.37
O15254,Isoform 2 of Peroxisomal acyl-coenzyme A oxidase 3,6.73,2,3,3,6,3.023,1;1;-,15.5,1.704,1;1;-,18.1,1.034,1;1;-,,1.019,1;1;-,28.6,2.481,1;1;-,12.1,5.62,6.73,3,3,2.29,4.65,2,2,1.67,2.24,1,1,624,69.5,8.24
O15260,Surfeit 4,9.68,5,2,2,12,,,,,,,,,,,,,,,,3.72,9.68,2,3,4.15,9.68,2,3,11.56,9.68,2,6,186,21.1,6.52
O15269,Serine palmitoyltransferase 1,17.76,3,7,7,29,0.96,9;7;6,7.1,1.036,9;7;6,13.7,1.283,9;7;6,4,1.038,9;7;6,0.5,0.983,9;7;6,3.8,36.98,13.11,5,11,27.05,17.76,7,10,21.5,15.22,6,8,473,52.7,6.01
O15270,Serine palmitoyltransferase 2,14.59,1,6,6,14,0.964,5;3;2,11.3,0.593,5;3;2,29.9,1.307,5;3;2,2,1.089,5;3;2,6.5,0.987,5;3;2,6.5,16.77,11.39,5,6,16.85,11.21,4,5,6.24,7.83,3,3,562,62.9,7.78
O15294,Isoform 1 of UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,7.53,5,7,7,11,0.967,4;1;1,10.6,1.044,4;1;1,37,1.071,4;1;1,3.7,0.855,4;1;1,19.5,0.931,4;1;1,16.5,14.46,6.66,6,6,9.28,2.8,3,3,5.06,1.64,2,2,1036,115.6,6.65
O15305,Phosphomannomutase 2,13.01,3,4,4,11,1.011,3;1;2,26.4,0.968,3;1;2,12.7,0.787,3;1;2,52.1,1.048,3;1;2,48.1,1.032,3;1;2,5.7,13.56,10.16,3,5,6.68,9.35,3,3,7.8,6.5,2,3,246,28.1,6.77
O15355,Protein phosphatase 1G,32.78,2,13,13,55,1.305,17;14;10,6,1.168,17;14;10,18.4,1.35,17;14;10,1,1.29,17;14;10,4.3,1.104,17;14;10,2.6,51.02,30.22,11,23,36.29,16.67,9,18,27.66,16.85,8,14,546,59.2,4.36
O15357,"Isoform 1 of Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2",8.82,22,7,10,32,0.774,5;5;5,1.1,0.74,5;5;5,23.6,0.651,5;5;5,5.2,0.984,5;5;5,2.2,0.959,5;5;5,5.6,27.93,5.72,6,11,27.61,6.68,7,10,21.49,5.25,7,11,1258,138.5,6.54
O15371,Eukaryotic translation initiation factor 3 subunit D,41.42,8,17,17,87,1.161,23;18;20,4,1.282,23;18;20,13.1,0.999,23;18;20,4,1.147,23;18;20,5.2,1,23;18;20,1.4,92.94,41.42,17,31,80.46,40.69,15,27,85.03,30.29,12,29,548,63.9,6.05
O15400,Isoform 2 of Syntaxin-7,71.55,4,14,14,78,0.772,23;13;12,7.8,1.145,23;13;12,1.9,0.738,23;13;12,13.2,0.802,23;13;12,8.9,0.906,23;13;12,8.4,87.21,71.55,14,32,57.46,50.63,11,26,51.7,52.72,10,20,239,27.4,5.12
O15427,Monocarboxylate transporter 4,1.51,1,1,1,4,1.384,1;1;1,3.7,1.809,1;1;1,8.6,1.516,1;1;1,24.1,1.72,1;1;1,7.9,1.155,1;1;1,5.8,2.37,1.51,1,2,2.18,1.51,1,1,2.68,1.51,1,1,465,49.4,7.96
O15439,Isoform 2 of Multidrug resistance-associated protein 4,7.82,3,5,6,14,0.372,3;4;1,17.2,0.345,3;4;-,46,0.487,3;3;-,102.7,0.687,3;4;1,21,0.948,3;4;1,15.7,16.57,4.85,3,5,8.72,3.68,2,4,7.09,4.85,4,5,1278,144.1,8.19
O15446,Isoform 1 of DNA-directed RNA polymerase I subunit RPA34,1.96,2,1,1,1,,,,,,,,,,,,,,,,2.36,1.96,1,1,,,,,,,,,510,55,8.51
O15511,Isoform 1 of Actin-related protein 2/3 complex subunit 5,86.75,5,14,15,106,0.877,24;25;23,3.5,0.8,23;24;22,4.6,0.801,24;25;23,9.7,0.863,24;25;23,14.6,0.954,24;25;23,4.5,93.78,79.47,11,33,108.12,84.11,13,37,102.02,82.78,12,36,151,16.3,5.67
O15514,DNA-directed RNA polymerase II subunit RPB4,54.93,3,5,5,27,1.254,6;6;3,19.7,0.755,6;6;3,46.4,1.676,6;6;3,35.3,0.978,6;6;3,35.9,1.171,6;6;3,6.7,36.5,54.93,5,12,22.05,54.93,5,10,2.12,21.83,2,5,142,16.3,4.79
O15523,ATP-dependent RNA helicase DDX3Y,30.45,9,1,18,132,0.984,1;1;1,6.4,1.343,1;1;1,41.9,0.989,1;1;1,15.5,1.028,1;1;1,17.9,0.952,1;1;1,4.4,150.56,28.48,17,47,119.01,29.39,17,40,135.59,29.39,17,45,660,73.1,7.55
O15530,3-phosphoinositide dependent protein kinase-1 variant (Fragment),7.32,9,2,2,2,0.903,1;-;-,,0.326,1;-;-,,0.734,1;-;-,,0.996,1;-;-,,1.131,1;-;-,,3.73,5.89,1,1,,,,,2.73,1.42,1,1,492,54.8,7.05
O15533,44 kDa protein,15.53,16,4,4,24,1.15,5;5;4,7.7,1.219,5;5;4,12.1,2.199,5;5;4,15.9,1.188,5;5;4,14.6,1.052,5;5;4,10.2,29.76,13.11,3,8,29.02,13.11,3,9,24.51,15.53,4,7,412,43.8,6.84
O15541,RING finger protein 113A,10.5,8,2,3,6,1.03,-;2;-,,1.131,-;2;-,,0.775,-;2;-,,0.738,-;2;-,,1.064,-;2;-,,3.69,4.08,2,2,6.42,10.5,3,4,,,,,343,38.8,5.69
O15553,Isoform 1 of Pyrin,14.85,3,8,9,24,1.48,5;4;5,5.3,0.695,5;4;5,50.8,1.714,5;4;5,7,1.095,5;4;5,3.7,1.193,5;4;5,12.1,20.97,12.42,7,7,22.75,10.63,5,8,24.31,12.29,7,9,781,86.4,8.03
O43143,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,42.39,1,29,30,162,1.212,30;34;28,3.9,1.406,30;34;28,19.2,1.367,30;34;28,6.6,1.082,30;34;28,2.4,1.041,30;34;28,5.8,152.18,37.48,25,60,160.41,35.97,24,58,115.69,30.82,23,44,795,90.9,7.46
O43148,Isoform 1 of mRNA cap guanine-N7 methyltransferase,17.86,2,7,7,16,1.358,3;3;5,7.4,0.58,3;3;5,10.9,1.577,3;3;5,9.1,1.232,3;3;5,13.8,1.159,3;3;5,14.2,14.93,12.39,5,5,11.17,8.61,4,4,16.65,11.76,5,7,476,54.8,6.61
O43150,"Isoform 2 of Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",8.12,2,6,6,20,0.447,4;6;4,6.7,0.167,4;5;4,10,0.259,4;6;5,28,0.697,4;6;5,29.3,0.754,4;6;5,2.2,25.53,5.41,4,7,17.41,4.99,4,7,15.85,3.95,4,6,961,106.9,6.49
O43155,Leucine-rich repeat transmembrane protein FLRT2,1.06,1,1,1,2,0.428,1;-;-,,0.562,1;-;-,,0.204,1;-;-,,0.573,1;-;-,,0.693,1;-;-,,4.22,1.06,1,2,,,,,,,,,660,74,7.8
O43159,Ribosomal RNA-processing protein 8,4.61,1,2,2,5,1.122,1;1;-,9.7,1.341,1;1;-,3.1,1.217,1;1;-,,1.171,1;1;-,1.5,1.027,1;1;-,3.7,5.91,4.61,2,2,5.81,4.61,2,2,2.69,3.07,1,1,456,50.7,9.42
O43172,Isoform 2 of U4/U6 small nuclear ribonucleoprotein Prp4,19,2,8,8,29,1.267,6;5;5,3.9,1.571,6;5;5,24,1.826,6;5;5,6.2,1.326,6;5;5,3.7,1.153,6;5;5,4.1,33.79,15.16,6,11,30.67,14.97,6,10,22.56,16.7,7,8,521,58.3,7.42
O43175,D-3-phosphoglycerate dehydrogenase,32.27,2,14,14,34,1.272,6;4;8,10.2,1.133,6;4;8,9.4,1.295,6;4;8,18.1,1.265,6;4;8,10.7,1.119,6;4;8,2.9,33.64,26.64,11,13,23.41,20.45,9,9,29.18,21.95,9,12,533,56.6,6.71
O43181,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",24,2,5,5,16,0.771,3;5;3,17.3,0.364,3;5;3,52.6,1.053,3;5;3,6.1,0.754,3;5;3,15,0.915,3;5;3,3.6,16.5,17.14,3,6,16.93,20.57,3,5,16.32,20,3,5,175,20.1,10.3
O43182,Isoform 4 of Rho GTPase-activating protein 6,14.79,7,10,10,24,0.387,5;3;2,5.1,0.466,5;3;2,9.6,0.318,5;3;2,31.6,0.706,5;3;2,16.5,0.732,5;3;2,18.9,23.58,10.64,7,9,25.6,9.86,6,10,14.83,8.56,5,5,771,84.8,6.1
O43237,Cytoplasmic dynein 1 light intermediate chain 2,5.08,4,1,2,7,,,,,,,,,,,,,,,,6.8,5.08,2,2,6.35,5.08,2,2,9.89,5.08,2,3,492,54.1,6.38
O43242,26S proteasome non-ATPase regulatory subunit 3,39.7,2,22,22,115,1.094,22;29;28,1.4,1.063,22;29;28,23,0.914,22;29;28,5.4,1.015,22;29;28,0.1,1.033,22;29;28,2.3,104.56,34.83,16,33,122.21,39.33,19,40,113.59,35.96,18,42,534,60.9,8.44
O43252,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,16.99,2,8,8,19,1.021,3;3;3,10.8,1.486,3;3;3,2.1,0.871,3;3;3,9.5,0.949,3;3;3,11.8,0.985,3;3;3,1.3,18.99,12.02,5,6,17.46,11.38,5,7,17.34,11.7,5,6,624,70.8,6.86
O43264,Centromere/kinetochore protein zw10 homolog,12.07,6,5,6,12,0.859,4;2;4,8.6,0.507,4;2;4,42.8,1.019,4;2;4,1.4,1.005,4;2;4,8.8,1.018,4;2;4,6.7,10.96,7.57,3,4,7.82,3.21,2,3,16.66,6.16,3,5,779,88.8,6.27
O43290,U4/U6.U5 tri-snRNP-associated protein 1,30.75,9,18,19,58,1.131,13;8;13,2.2,1.087,13;8;13,8.5,1.263,13;8;12,6.5,1.062,13;8;13,9.6,1.121,13;8;12,3,75.35,25.37,14,22,50.3,19.5,11,15,64.4,23.63,13,21,800,90.2,6.13
O43294,Isoform 2 of Transforming growth factor beta-1-induced transcript 1 protein,8.33,2,4,4,16,0.437,2;3;3,4.2,0.443,2;3;3,22.9,0.302,2;3;3,9.4,0.726,2;3;3,11.3,0.731,2;3;3,8.5,15.39,8.33,3,5,13.31,8.33,4,5,16.59,8.33,4,6,444,47.9,7.58
O43304,SEC14-like protein 5,1.29,1,1,1,1,,,,,,,,,,,,,,,,3.22,1.29,1,1,,,,,,,,,696,78.9,6.54
O43306,Isoform 2 of Adenylate cyclase type 6,5.2,8,4,4,31,0.479,4;6;5,26.7,0.412,4;6;5,25,0.411,4;6;5,45.4,0.625,4;6;5,20.3,0.717,4;6;5,8.3,32.85,4.57,3,10,28.41,3.77,3,12,33.1,3.14,2,9,1115,124.8,8.41
O43310,Isoform 1 of CBP80/20-dependent translation initiation factor,3.01,3,1,1,1,1.215,1;-;-,,1.063,1;-;-,,1.294,1;-;-,,1.45,1;-;-,,1.125,1;-;-,,3.56,3.01,1,1,,,,,,,,,598,67.5,6.54
O43312,Isoform 3 of Metastasis suppressor protein 1,4.38,5,3,3,6,0.699,-;2;-,,0.839,-;2;-,,0.654,-;2;-,,0.822,-;2;-,,0.893,-;2;-,,6.44,3.29,2,3,2.04,2.6,2,2,2.46,1.78,1,1,730,79.1,6.2
O43318,Isoform 1A of Mitogen-activated protein kinase kinase kinase 7,2.94,6,2,2,2,1.101,-;-;2,,1.118,-;-;2,,0.956,-;-;2,,1.24,-;-;2,,0.931,-;-;2,,,,,,,,,,1.98,2.94,2,2,579,64.2,6.67
O43390,Isoform 1 of Heterogeneous nuclear ribonucleoprotein R,52.13,8,2,35,457,0.893,7;6;7,0.5,1.463,7;6;7,10.9,0.826,7;6;7,7.6,0.605,7;6;7,24.5,1.133,7;6;7,5.7,394.05,44.55,30,155,361.23,49.13,30,152,344.93,41.55,27,150,633,70.9,8.13
O43396,Thioredoxin-like protein 1,39.45,3,9,9,53,0.638,11;13;11,6.9,0.892,11;13;11,13.4,0.452,11;13;11,14.8,0.777,11;13;11,17.6,0.92,11;13;11,8.7,60.21,32.87,7,17,65.2,39.45,9,20,45.42,29.76,5,16,289,32.2,4.96
O43399,Isoform 1 of Tumor protein D54,57.77,7,14,14,86,0.935,17;20;15,1.8,0.677,17;20;15,15.1,0.867,17;20;15,7.4,0.906,17;20;15,13.1,0.995,17;20;15,4.6,108.18,45.15,10,30,120.97,57.77,14,35,79.38,44.66,12,21,206,22.2,5.36
O43402,neighbor of COX4 isoform 2,20.63,2,2,2,3,0.863,1;1;-,0.7,1.577,1;1;-,2.1,1.153,1;1;-,,0.973,1;1;-,3.4,0.938,1;1;-,4.5,4.32,9.52,1,1,3.39,20.63,2,2,,,,,126,13.7,7.87
O43414,Isoform 3 of ERI1 exoribonuclease 3,9.38,6,1,1,3,0.978,-;1;1,,0.489,-;1;1,29.9,0.711,-;1;1,15.9,1.055,-;1;1,,1.053,-;1;1,6.4,,,,,2.78,9.38,1,1,2.95,9.38,1,2,128,14.5,8.44
O43426,Isoform 3 of Synaptojanin-1,1.02,6,1,1,2,1.021,1;1;-,17.4,0.925,1;1;-,26.9,0.985,1;1;-,,1.111,1;1;-,9.8,0.872,1;1;-,19.6,0,1.02,1,1,0,1.02,1,1,,,,,1279,141.4,7.23
O43427,Isoform Short of Acidic fibroblast growth factor intracellular-binding protein,19.33,4,6,6,7,0.791,3;-;2,8,0.388,3;-;2,,0.629,3;-;2,10,0.758,3;-;2,18.4,0.905,3;-;2,,5.07,8.4,3,3,5.19,8.68,2,2,5.53,5.88,2,2,357,41.2,6.76
O43464,"Isoform 3 of Serine protease HTRA2, mitochondrial",16.28,4,5,5,11,0.878,4;1;2,11,0.657,4;1;2,30.3,0.985,4;1;2,8.6,0.969,4;1;2,15,0.925,4;1;2,10.6,13.38,13.99,4,5,3.01,8.26,2,3,9.04,5.05,2,3,436,46.4,10.24
O43488,Aflatoxin B1 aldehyde reductase member 2,23.4,10,10,10,68,0.675,13;9;8,14.7,1.022,13;9;8,5.5,0.512,13;9;8,13,0.766,13;9;8,16.1,0.85,13;9;8,4.9,58.06,23.4,10,23,63.27,23.4,10,23,58.98,16.43,8,22,359,39.6,7.17
